Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
12/25/2024,BAJERANYUM          SEOUL,28.15,"RESTAURANT
12/25/2024,FOREIGN TRANSACTION FEE,0.05,"kakaomobility
12/25/2024,FOREIGN TRANSACTION FEE,0.10,"kakaomobility
12/25/2024,FOREIGN TRANSACTION FEE,0.76,"BAJERANYUM
12/25/2024,FOREIGN TRANSACTION FEE,1.72,"Hobin
12/25/2024,FOREIGN TRANSACTION FEE,2.70,"JEOISEUTEU(ZEST)
12/25/2024,Hobin               SEOUL,63.86,"RESTAURANT
12/25/2024,JEOISEUTEU(ZEST)    SEOUL,100.25,"RESTAURANT
12/25/2024,MOBILE PAYMENT - THANK YOU,-724.66,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320243600773622364',
12/25/2024,kakaomobility       SEOUL,2.06,"MISC/SPECIALTY RETAIL
12/25/2024,kakaomobility       SEOUL,3.98,"MISC/SPECIALTY RETAIL
