Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
02/26/2025,XLCYGLYXGS          UNKNOWN,129.08,"RESTAURANT
XLCYGLYXGS
UNKNOWN
RESTAURANTForeign Spend Amount: 936.00 CHINA YUAN RENMINBI Commission Amount:  Currency Exchange Rate: null",XLCYGLYXGS          UNKNOWN,,,,,'320250570358016259',Other-Miscellaneous
02/25/2025,THE LANGHAM SHENZHENSHENZHEN,75.98,"LODGING
THE LANGHAM SHENZHEN
SHENZHEN
LODGINGForeign Spend Amount: 550.35 CHINA YUAN RENMINBI Commission Amount:  Currency Exchange Rate: null",THE LANGHAM SHENZHENSHENZHEN,,,,,'320250560332843568',Other-Miscellaneous
02/24/2025,THE LANGHAM SHENZHENSHENZHEN,343.74,"LODGING
THE LANGHAM SHENZHEN
SHENZHEN
LODGINGForeign Spend Amount: 2493.35 CHINA YUAN RENMINBI Commission Amount:  Currency Exchange Rate: null",THE LANGHAM SHENZHENSHENZHEN,,,,,'320250580383397962',Other-Miscellaneous
02/24/2025,THE PIZZA PROJECT CEHONG KONG           HK,28.74,"85255998155COCO@PIRAT
85255998155COCO@PIRATAGRO
THE PIZZA PROJECT CENT 000000001031
HONG KONG
HK
85255998155COCO@PIRATAGROForeign Spend Amount: 223.30 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",THE PIZZA PROJECT CEHONG KONG           HK,"G/F
26 PEEL STREET
CENTRAL",,,HONG KONG,'320250550311630813',Restaurant-Restaurant
02/24/2025,XINGBAKE            BEIJING,3.31,"BAR/NIGHTCLUB
XINGBAKE
BEIJING
BAR/NIGHTCLUBForeign Spend Amount: 24.00 CHINA YUAN RENMINBI Commission Amount:  Currency Exchange Rate: null",XINGBAKE            BEIJING,,,,,'320250550308997314',Other-Miscellaneous
02/23/2025,MOBILE PAYMENT - THANK YOU,-1000.00,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320250540254143386',
02/23/2025,"MORTON'S OF CHICAGO,TST                 HK",209.28,"001190      RESTAURANT
MORTON'S OF CHICAGO, THE STEAKHOUSE
TST
HK
RESTAURANTForeign Spend Amount: 1625.80 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null","MORTON'S OF CHICAGO,TST                 HK","4/F
SHERATON HOTEL
20 NATHAN RD
TST",,,HONG KONG,'320250540278421021',Restaurant-Restaurant
02/23/2025,QUINARY             CENTRAL             HK,116.11,"003432      BAR/NIGHTCLUB
QUINARY
CENTRAL
HK
BAR/NIGHTCLUBForeign Spend Amount: 902.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",QUINARY             CENTRAL             HK,"SHOP D
L/G FLOOR FELICITY BLDG
56-58 HOLLYWOOD ROAD
CENTRAL",,,HONG KONG,'320250540282367035',Restaurant-Bar & Café
02/23/2025,SHAMA CENTRAL       SHEUNG WAN          HK,4.87,"000970      LODGING
SHAMA CENTRAL
SHEUNG WAN
HK
Description : ACCOMMODATION Price : 0.00
LODGINGForeign Spend Amount: 37.80 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",SHAMA CENTRAL       SHEUNG WAN          HK,"G/F 3/F - 29/F
26 PEEL STREET
SHEUNG WAN",,,HONG KONG,'320250540278421019',Travel-Lodging
02/22/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,8.22,"B55VNAVS    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
HK
HELP.UBER.COMForeign Spend Amount: 63.84 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250530261642333',Transportation-Taxis & Coach
02/22/2025,GOMES' GASTROPUB    CENTRAL             HK,20.34,"007462      FAST FOOD RESTAURANT
GOMES' GASTROPUB
CENTRAL
HK
FAST FOOD RESTAURANTForeign Spend Amount: 158.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",GOMES' GASTROPUB    CENTRAL             HK,"G/F SHOP 2 MIDLAND COURT
58-62 CAINE ROAD
CENTRAL",,,HONG KONG,'320250540282366372',Restaurant-Bar & Café
02/22/2025,ONLINE PAYMENT - THANK YOU,-750.00,ONLINE PAYMENT - THANK YOU,ONLINE PAYMENT - THANK YOU,,,,,'320250530252657892',
02/22/2025,SHAMA CENTRAL       SHEUNG WAN          HK,5.91,"000965      LODGING
SHAMA CENTRAL
SHEUNG WAN
HK
Description : ACCOMMODATION Price : 0.00
LODGINGForeign Spend Amount: 45.90 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",SHAMA CENTRAL       SHEUNG WAN          HK,"G/F 3/F - 29/F
26 PEEL STREET
SHEUNG WAN",,,HONG KONG,'320250530261927271',Travel-Lodging
02/22/2025,SUSHI JUN           WAN CHAI            HK,1008.17,"000714      RESTAURANT
SUSHI JUN
WAN CHAI
HK
RESTAURANTForeign Spend Amount: 7832.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",SUSHI JUN           WAN CHAI            HK,"3/F
TUNG CHIU COMMERCIAL CENTRE
193 LOCKHART ROAD
WAN CHAI",,,HONG KONG,'320250530263523956',Restaurant-Restaurant
02/22/2025,THE MIXING ROOM     CENTRAL             HK,87.00,"010199      RESTAURANT
THE MIXING ROOM
CENTRAL
HK
Foreign Spend Amount: 676.40 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",THE MIXING ROOM     CENTRAL             HK,"LG/F CHINACHEM HOLLYWOOD CENTRE
1 HOLLYWOOD ROAD
CENTRAL",,,HONG KONG,'320250520230623240',Restaurant-Restaurant
02/21/2025,BBMSL*001 Company LiHK                  HK,21.24,"66295975null
BBMSL*001 Company Limited
HK
HK
66295975nullForeign Spend Amount: 165.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",BBMSL*001 Company LiHK                  HK,"SHOP G1 OF LOWER GF & SHOP G2
HONG KONG",,,HONG KONG,'320250530262069671',Restaurant-Bar & Café
02/21/2025,MOBILE PAYMENT - THANK YOU,-1500.00,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320250520226523281',
02/12/2025,APPLE.COM/BILL      INTERNET CHARGE     CA,-2.09,"MKB7ZX6MS9R RECORD STORE
APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",APPLE.COM/BILL      INTERNET CHARGE     CA,"MS-3RA
12545 RIATA VISTA CIRCLE","AUSTIN
TX",78727-5205,UNITED STATES,'320250430999915850',Merchandise & Supplies-Internet Purchase
02/04/2025,Interest Charge on Pay Over Time Purchases,141.21,Interest Charge on Pay Over Time Purchases,Interest Charge on Pay Over Time Purchases,,,,,'150205040000221857',Fees & Adjustments-Fees & Adjustments
