date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-02-06,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.12,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $4.52 | FOREIGN TRANSACTION FEE,,'820240380424169132',
2024-02-06,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.21,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $7.80 | FOREIGN TRANSACTION FEE,,'820240370407460886',
2024-02-06,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.22,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $8.18 | FOREIGN TRANSACTION FEE,,'820240370407909888',
2024-02-06,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-4.52,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,86S457E2 BW5OS25S | UBER TRIP | HTTPS://HELP.UBER.COM | BW5OS25S,6000.00 KOREAN (SOUTH) WON,'320240380424169132',NETHERLANDS
2024-02-06,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-7.8,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,5BX2ZZ8G C6L44TDK | UBER TRIP | HTTPS://HELP.UBER.COM | C6L44TDK,10400.00 KOREAN (SOUTH) WON,'320240370407460886',NETHERLANDS
2024-02-06,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-8.18,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,3KSB11GT MFJ5OTCR | UBER TRIP | HTTPS://HELP.UBER.COM | MFJ5OTCR,10900.00 KOREAN (SOUTH) WON,'320240370407909888',NETHERLANDS
2024-02-06,Amex Platinum,Hobin               SEOUL,-37.65,Restaurant-Restaurant,Hobin               SEOUL,RESTAURANT | Hobin | SEOUL | RESTAURANT,50000.00 KOREAN (SOUTH) WON,'320240380413897132',"KOREA, REPUBLIC OF"
2024-02-06,Amex Platinum,JANGSAINGGEONGANGUEOSEOUL,-150.61,Restaurant-Restaurant,JANGSAINGGEONGANGUEOSEOUL,RESTAURANT | JANGSAINGGEONGANGUEON | SEOUL | RESTAURANT,200000.00 KOREAN (SOUTH) WON,'320240380413895654',"KOREA, REPUBLIC OF"
2024-02-06,Amex Platinum,JOOSIKHOISA ABEOIGGESEOUL,-118.23,Restaurant-Restaurant,JOOSIKHOISA ABEOIGGESEOUL,RESTAURANT | JOOSIKHOISA ABEOIGGEU | SEOUL | RESTAURANT,157000.00 KOREAN (SOUTH) WON,'320240380413098973',"KOREA, REPUBLIC OF"
2024-02-06,Amex Platinum,JOOSIKHOISA SEUKEJOOSEOUL,-18.07,Restaurant-Restaurant,JOOSIKHOISA SEUKEJOOSEOUL,RESTAURANT | JOOSIKHOISA SEUKEJOOLKOPEOLEISYEON (SE | SEOUL | RESTAURANT,24000.00 KOREAN (SOUTH) WON,'320240380413104836',"KOREA, REPUBLIC OF"
2024-02-06,Amex Platinum,KONEOPIJAJOINTEU APGSEOUL,-9.04,Restaurant-Bar & Café,KONEOPIJAJOINTEU APGSEOUL,FAST FOOD RESTAURANT | KONEOPIJAJOINTEU APGUJEONG | SEOUL | FAST FOOD RESTAURANT,12000.00 KOREAN (SOUTH) WON,'320240380413918280',"KOREA, REPUBLIC OF"
2024-02-06,Amex Platinum,WANGGATANGHURU APGUJSEOUL,-2.26,Restaurant-Restaurant,WANGGATANGHURU APGUJSEOUL,RESTAURANT | WANGGATANGHURU APGUJEONGRODEOJEOM | SEOUL | RESTAURANT,3000.00 KOREAN (SOUTH) WON,'320240380413099156',"KOREA, REPUBLIC OF"
2024-02-06,Checking,DEPT EDUCATION   STUDENT LN                 PPD ID: 9102001001,-256.66,ACH_DEBIT,,,,,
