date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-11-14,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.03,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GRAB | $1.39 | FOREIGN TRANSACTION FEE,,'820243200664766725',
2024-11-14,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.11,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GRAB | $4.20 | FOREIGN TRANSACTION FEE,,'820243200666564138',
2024-11-14,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.13,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GRAB | $5.12 | FOREIGN TRANSACTION FEE,,'820243190621227183',
2024-11-14,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.17,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GRAB | $6.37 | FOREIGN TRANSACTION FEE,,'820243190627124192',
2024-11-14,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.2,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GRAB | $7.55 | FOREIGN TRANSACTION FEE,,'820243190621361166',
2024-11-14,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.23,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GRAB | $8.88 | FOREIGN TRANSACTION FEE,,'820243190626909604',
2024-11-14,Amex Blue Sky,FOREIGN TRANSACTION FEE,-5.14,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,"MAMI ROSE CO.,LTD. | $190.70 | FOREIGN TRANSACTION FEE",,'820243200649433350',
2024-11-14,Amex Blue Sky,GRAB                BANGKOK             TH,-1.39,Transportation-Taxis & Coach,GRAB                BANGKOK             TH,80e804f481d TAXICAB & LIMOUSINE | GRAB | BANGKOK | TH | TAXICAB & LIMOUSINE,48.00 THAILAND BAHT,'320243200664766725',SINGAPORE
2024-11-14,Amex Blue Sky,GRAB                BANGKOK             TH,-4.2,Transportation-Taxis & Coach,GRAB                BANGKOK             TH,1c27d8465e8 TAXICAB & LIMOUSINE | GRAB | BANGKOK | TH | TAXICAB & LIMOUSINE,145.00 THAILAND BAHT,'320243200666564138',SINGAPORE
2024-11-14,Amex Blue Sky,GRAB                BANGKOK             TH,-5.12,Transportation-Taxis & Coach,GRAB                BANGKOK             TH,3f7369775c9 TAXICAB & LIMOUSINE | GRAB | BANGKOK | TH | TAXICAB & LIMOUSINE,177.00 THAILAND BAHT,'320243190621227183',SINGAPORE
2024-11-14,Amex Blue Sky,GRAB                BANGKOK             TH,-6.37,Transportation-Taxis & Coach,GRAB                BANGKOK             TH,14d1aca9de3 TAXICAB & LIMOUSINE | GRAB | BANGKOK | TH | TAXICAB & LIMOUSINE,220.00 THAILAND BAHT,'320243190627124192',SINGAPORE
2024-11-14,Amex Blue Sky,GRAB                BANGKOK             TH,-7.55,Transportation-Taxis & Coach,GRAB                BANGKOK             TH,671f1dc8dcd TAXICAB & LIMOUSINE | GRAB | BANGKOK | TH | TAXICAB & LIMOUSINE,261.00 THAILAND BAHT,'320243190621361166',SINGAPORE
2024-11-14,Amex Blue Sky,GRAB                BANGKOK             TH,-8.88,Transportation-Taxis & Coach,GRAB                BANGKOK             TH,e337f730c80 TAXICAB & LIMOUSINE | GRAB | BANGKOK | TH | TAXICAB & LIMOUSINE,307.00 THAILAND BAHT,'320243190626909604',SINGAPORE
2024-11-14,Amex Blue Sky,"MAMI ROSE CO.,LTD.  BANGKOK             TH",-190.7,Restaurant-Restaurant,"MAMI ROSE CO.,LTD.  BANGKOK             TH","AAEB7gDCZzY RESTAURANT | MAMI ROSE CO.,LTD. | BANGKOK | TH | RESTAURANT",6632.40 THAILAND BAHT,'320243200649433350',THAILAND
2024-11-14,Amex Platinum,APPLE.COM/BILL      INTERNET CHARGE     CA,-21.69,Merchandise & Supplies-Internet Purchase,APPLE.COM/BILL      INTERNET CHARGE     CA,MKB7TFGWQJA RECORD STORE | APPLE.COM/BILL | INTERNET CHARGE | CA | RECORD STORE,,'320243190623464628',
2024-11-14,Checking,PwP  OPN*Washdro Privacycom TN: 1339787     WEB ID:  626060084,-18.08,MISC_DEBIT,,,,,
