date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-05-05,Amex Platinum,APPLE.COM/BILL      INTERNET CHARGE     CA,-27.99,Merchandise & Supplies-Internet Purchase,APPLE.COM/BILL      INTERNET CHARGE     CA,MKB75J6Y2DA RECORD STORE | APPLE.COM/BILL | INTERNET CHARGE | CA | RECORD STORE,,'320241260596868881',
2024-05-05,Amex Platinum,KRP*Eximbay         SEOUL,19.84,Communications-Cable & Internet Comm,KRP*Eximbay         SEOUL,KRP*Eximbay | SEOUL,,'320241350798680412',"KOREA, REPUBLIC OF"
2024-05-05,Amex Platinum,KRP*Eximbay         SEOUL,-19.84,Communications-Cable & Internet Comm,KRP*Eximbay         SEOUL,COMPUTER NETWORK/INFO | KRP*Eximbay | SEOUL | COMPUTER NETWORK/INFO,26900.00 KOREAN (SOUTH) WON,'320241280658030384',"KOREA, REPUBLIC OF"
2024-05-05,Chase Ink,T-MONEY PRIVATE TAXI (K)1,-6.09,Travel,,,,,
2024-05-05,Chase Ink,ZEST              5474517,-116.6,Food & Drink,,,,,
2024-05-05,Chase Ink,BARGERANIUM       9101678,-79.47,Food & Drink,,,,,
2024-05-05,Chase Ink,HEKTO_IJIPIJUI(BI),-2.97,Merchandise & Inventory,,,,,
2024-05-05,Chase Ink,SUELTEO,-7.43,Food & Drink,,,,,
2024-05-05,Chase Ink,JOOSIKHOISA DISEUTEULIKTE,-8.91,Food & Drink,,,,,
2024-05-05,Chase Ink,HEKTO_IJIPIJUI(BI),-8.91,Merchandise & Inventory,,,,,
2024-05-05,Chase Ink,CHEOLGILBUSANJIP APGUJEON,-85.41,Food & Drink,,,,,
2024-05-05,Chase Ink,JUSIGHOISA REACHAEMBEO,-78.72,Food & Drink,,,,,
2024-05-05,Chase Ink,BA TI SENTEU,-53.47,Food & Drink,,,,,
