date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-04-05,Amex Blue Sky,(JOO)TIMEONI        SEOUL,-10.72,Transportation-Taxis & Coach,(JOO)TIMEONI        SEOUL,TAXICAB & LIMOUSINE | (JOO)TIMEONI | SEOUL | TAXICAB & LIMOUSINE,14500.00 KOREAN (SOUTH) WON,'320240990907802793',"KOREA, REPUBLIC OF"
2024-04-05,Amex Blue Sky,(JOO)TIMEONI        SEOUL,-12.64,Transportation-Taxis & Coach,(JOO)TIMEONI        SEOUL,TAXICAB & LIMOUSINE | (JOO)TIMEONI | SEOUL | TAXICAB & LIMOUSINE,17100.00 KOREAN (SOUTH) WON,'320240990906714639',"KOREA, REPUBLIC OF"
2024-04-05,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.28,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,(JOO)TIMEONI | $10.72 | FOREIGN TRANSACTION FEE,,'820240990907802793',
2024-04-05,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.34,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,(JOO)TIMEONI | $12.64 | FOREIGN TRANSACTION FEE,,'820240990906714639',
2024-04-05,Amex Platinum,12CHEEO(12chair)    SEOUL,-13.31,Restaurant-Restaurant,12CHEEO(12chair)    SEOUL,RESTAURANT | 12CHEEO(12chair) | SEOUL | RESTAURANT,18000.00 KOREAN (SOUTH) WON,'320240970859412644',"KOREA, REPUBLIC OF"
2024-04-05,Amex Platinum,12CHEEO(12chair)    SEOUL,-111.63,Restaurant-Restaurant,12CHEEO(12chair)    SEOUL,RESTAURANT | 12CHEEO(12chair) | SEOUL | RESTAURANT,151000.00 KOREAN (SOUTH) WON,'320240970855402978',"KOREA, REPUBLIC OF"
2024-04-05,Amex Platinum,BEOIIKEUHAUKSEU     SEOUL,-11.68,Merchandise & Supplies-Groceries,BEOIIKEUHAUKSEU     SEOUL,BAKERY | BEOIIKEUHAUKSEU | SEOUL | BAKERY,15800.00 KOREAN (SOUTH) WON,'320240970859428146',"KOREA, REPUBLIC OF"
2024-04-05,Amex Platinum,Hyundai Department SSEOUL,-5.77,Merchandise & Supplies-Department Stores,Hyundai Department SSEOUL,DEPARTMENT STORE | Hyundai Department Store | SEOUL | DEPARTMENT STORE,7800.00 KOREAN (SOUTH) WON,'320240970857421281',"KOREA, REPUBLIC OF"
2024-04-05,Amex Platinum,KOAIYUTELAPI        SEOUL,-162.64,Merchandise & Supplies-Department Stores,KOAIYUTELAPI        SEOUL,COSMETIC STORE | KOAIYUTELAPI | SEOUL | COSMETIC STORE,220000.00 KOREAN (SOUTH) WON,'320240970857408047',"KOREA, REPUBLIC OF"
2024-04-05,Privacy,"COUPANG CO., LTD  5826227",-16.47,Privacy Card,Card ending in 6652,,,8a928f1e-2750-4170-a977-0cc09bfcd4c2,
