date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-12-12,Amex Blue Sky,(JOO)IDIPIESEU      SEOUL,-43.3,Restaurant-Restaurant,(JOO)IDIPIESEU      SEOUL,RESTAURANT | (JOO)IDIPIESEU | SEOUL | RESTAURANT,62000.00 KOREAN (SOUTH) WON,'320243480427940117',"KOREA, REPUBLIC OF"
2024-12-12,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.89,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,JOOSIKHOISA LEUCHAEMBEO | $33.10 | FOREIGN TRANSACTION FEE,,'820243480427942873',
2024-12-12,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1.05,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,Hobin | $39.11 | FOREIGN TRANSACTION FEE,,'820243480427946148',
2024-12-12,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1.16,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,(JOO)IDIPIESEU | $43.30 | FOREIGN TRANSACTION FEE,,'820243480427940117',
2024-12-12,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1.22,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,JEOISEUTEU(ZEST) | $45.39 | FOREIGN TRANSACTION FEE,,'820243480427941223',
2024-12-12,Amex Blue Sky,FOREIGN TRANSACTION FEE,-2.48,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,YEONGCHEONYEONGHOASIKYUKSIKDAN | $92.19 | FOREIGN TRANSACTION FEE,,'820243480427951096',
2024-12-12,Amex Blue Sky,Hobin               SEOUL,-39.11,Restaurant-Restaurant,Hobin               SEOUL,RESTAURANT | Hobin | SEOUL | RESTAURANT,56000.00 KOREAN (SOUTH) WON,'320243480427946148',"KOREA, REPUBLIC OF"
2024-12-12,Amex Blue Sky,JEOISEUTEU(ZEST)    SEOUL,-45.39,Restaurant-Restaurant,JEOISEUTEU(ZEST)    SEOUL,RESTAURANT | JEOISEUTEU(ZEST) | SEOUL | RESTAURANT,65000.00 KOREAN (SOUTH) WON,'320243480427941223',"KOREA, REPUBLIC OF"
2024-12-12,Amex Blue Sky,JOOSIKHOISA LEUCHAEMSEOUL,-33.1,Restaurant-Restaurant,JOOSIKHOISA LEUCHAEMSEOUL,RESTAURANT | JOOSIKHOISA LEUCHAEMBEO | SEOUL | RESTAURANT,47400.00 KOREAN (SOUTH) WON,'320243480427942873',"KOREA, REPUBLIC OF"
2024-12-12,Amex Blue Sky,YEONGCHEONYEONGHOASISEOUL,-92.19,Restaurant-Restaurant,YEONGCHEONYEONGHOASISEOUL,RESTAURANT | YEONGCHEONYEONGHOASIKYUKSIKDAN | SEOUL | RESTAURANT,132000.00 KOREAN (SOUTH) WON,'320243480427951096',"KOREA, REPUBLIC OF"
