date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-09-07,Amex Blue Sky,12CHEEO(12chair)    SEOUL,-146.54,Restaurant-Restaurant,12CHEEO(12chair)    SEOUL,RESTAURANT | 12CHEEO(12chair) | SEOUL | RESTAURANT,196000.00 KOREAN (SOUTH) WON,'320242520859306934',"KOREA, REPUBLIC OF"
2024-09-07,Amex Blue Sky,"BCLD Co., Ltd.      SEOUL",-25.42,Restaurant-Restaurant,"BCLD Co., Ltd.      SEOUL","RESTAURANT | BCLD Co., Ltd. | SEOUL | RESTAURANT",34000.00 KOREAN (SOUTH) WON,'320242520860074950',"KOREA, REPUBLIC OF"
2024-09-07,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.28,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,kakaomobility | $10.39 | FOREIGN TRANSACTION FEE,,'820242530899214472',
2024-09-07,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.68,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,"BCLD Co., Ltd. | $25.42 | FOREIGN TRANSACTION FEE",,'820242520860074950',
2024-09-07,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.86,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,RETEO(LETTER) | $32.15 | FOREIGN TRANSACTION FEE,,'820242520859273532',
2024-09-07,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1.21,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,JOOSIKHOISA PIIEL | $44.86 | FOREIGN TRANSACTION FEE,,'820242520859229421',
2024-09-07,Amex Blue Sky,FOREIGN TRANSACTION FEE,-3.95,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,12CHEEO(12chair) | $146.54 | FOREIGN TRANSACTION FEE,,'820242520859306934',
2024-09-07,Amex Blue Sky,FOREIGN TRANSACTION FEE,-4.94,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,YEONGCHEONYEONGHOASIKYUKSIKDAN | $183.18 | FOREIGN TRANSACTION FEE,,'820242520860013847',
2024-09-07,Amex Blue Sky,JOOSIKHOISA PIIEL   SEOUL,-44.86,Restaurant-Restaurant,JOOSIKHOISA PIIEL   SEOUL,RESTAURANT | JOOSIKHOISA PIIEL | SEOUL | RESTAURANT,60000.00 KOREAN (SOUTH) WON,'320242520859229421',"KOREA, REPUBLIC OF"
2024-09-07,Amex Blue Sky,RETEO(LETTER)       SEOUL,-32.15,Restaurant-Restaurant,RETEO(LETTER)       SEOUL,RESTAURANT | RETEO(LETTER) | SEOUL | RESTAURANT,43000.00 KOREAN (SOUTH) WON,'320242520859273532',"KOREA, REPUBLIC OF"
2024-09-07,Amex Blue Sky,YEONGCHEONYEONGHOASISEOUL,-183.18,Restaurant-Restaurant,YEONGCHEONYEONGHOASISEOUL,RESTAURANT | YEONGCHEONYEONGHOASIKYUKSIKDAN | SEOUL | RESTAURANT,245000.00 KOREAN (SOUTH) WON,'320242520860013847',"KOREA, REPUBLIC OF"
2024-09-07,Amex Blue Sky,kakaomobility       SEOUL,-10.39,Merchandise & Supplies-General Retail,kakaomobility       SEOUL,MISC/SPECIALTY RETAIL | kakaomobility | SEOUL | MISC/SPECIALTY RETAIL,13900.00 KOREAN (SOUTH) WON,'320242530899214472',"KOREA, REPUBLIC OF"
