date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-02-04,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.14,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $5.49 | FOREIGN TRANSACTION FEE,,'820240350345275626',
2024-02-04,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.14,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $5.49 | FOREIGN TRANSACTION FEE,,'820240360382077733',
2024-02-04,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.17,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,LODDEOISYOPING(JOO)E | $6.39 | FOREIGN TRANSACTION FEE,,'820240360384839753',
2024-02-04,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.19,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $7.37 | FOREIGN TRANSACTION FEE,,'820240350345262958',
2024-02-04,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.23,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $8.57 | FOREIGN TRANSACTION FEE,,'820240350357433713',
2024-02-04,Amex Blue Sky,LODDEOISYOPING(JOO)ESEOUL,-6.39,Merchandise & Supplies-Department Stores,LODDEOISYOPING(JOO)ESEOUL,DEPARTMENT STORE | LODDEOISYOPING(JOO)E | SEOUL | DEPARTMENT STORE,8500.00 KOREAN (SOUTH) WON,'320240360384839753',"KOREA, REPUBLIC OF"
2024-02-04,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-5.49,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,HC539YD8 WWHC75ZM | UBER TRIP | HTTPS://HELP.UBER.COM | WWHC75ZM,7300.00 KOREAN (SOUTH) WON,'320240350345275626',NETHERLANDS
2024-02-04,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-5.49,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,D7E6934F N4SB44GW | UBER TRIP | HTTPS://HELP.UBER.COM | N4SB44GW,7300.00 KOREAN (SOUTH) WON,'320240360382077733',NETHERLANDS
2024-02-04,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-7.37,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,49NXC9PP QNUTCIQQ | UBER TRIP | HTTPS://HELP.UBER.COM | QNUTCIQQ,9800.00 KOREAN (SOUTH) WON,'320240350345262958',NETHERLANDS
2024-02-04,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-8.57,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,AD2YTRS3 RGYI2NA2 | UBER TRIP | HTTPS://HELP.UBER.COM | RGYI2NA2,11400.00 KOREAN (SOUTH) WON,'320240350357433713',NETHERLANDS
2024-02-04,Amex Platinum,GS25 OLRIMPIKSUYEONGSEOUL,-1.95,Merchandise & Supplies-Groceries,GS25 OLRIMPIKSUYEONGSEOUL,MISC FOOD STORE | GS25 OLRIMPIKSUYEONGJANGJEOM | SEOUL | MISC FOOD STORE,2600.00 KOREAN (SOUTH) WON,'320240360385815369',"KOREA, REPUBLIC OF"
2024-02-04,Amex Platinum,HILRINGSALRONG      SEOUL,-71.41,Restaurant-Restaurant,HILRINGSALRONG      SEOUL,RESTAURANT | HILRINGSALRONG | SEOUL | RESTAURANT,95000.00 KOREAN (SOUTH) WON,'320240360384859863',"KOREA, REPUBLIC OF"
2024-02-04,Amex Platinum,LODDEOIMOOLSAN(JOO)LSEOUL,-62.39,Merchandise & Supplies-Department Stores,LODDEOIMOOLSAN(JOO)LSEOUL,DEPARTMENT STORE | LODDEOIMOOLSAN(JOO)LODDEOIUEOL | SEOUL | DEPARTMENT STORE,83000.00 KOREAN (SOUTH) WON,'320240360385801718',"KOREA, REPUBLIC OF"
2024-02-04,Amex Platinum,SEOULOLLIMPIKGINYEOMSEOUL,-5.26,Other-Charities,SEOULOLLIMPIKGINYEOMSEOUL,CHARITABLE ORG | SEOULOLLIMPIKGINYEOMGOOKMINCHE | SEOUL | CHARITABLE ORG,7000.00 KOREAN (SOUTH) WON,'320240360384840417',"KOREA, REPUBLIC OF"
2024-02-04,Amex Platinum,SSIYU(CU)CHEONGDAMKASEOUL,-38.19,Merchandise & Supplies-Groceries,SSIYU(CU)CHEONGDAMKASEOUL,MISC FOOD STORE | SSIYU(CU)CHEONGDAMKAUNTIJEOM | SEOUL | MISC FOOD STORE,50810.00 KOREAN (SOUTH) WON,'320240360384865541',"KOREA, REPUBLIC OF"
2024-02-04,Amex Platinum,TMAK                SEOUL,-38.33,Merchandise & Supplies-Sporting Goods Stores,TMAK                SEOUL,SPORTING GOODS STORE | TMAK | SEOUL | SPORTING GOODS STORE,51000.00 KOREAN (SOUTH) WON,'320240360384840304',"KOREA, REPUBLIC OF"
