date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-10-28,Amex Blue Sky,7-ELEVEN 34977 00073SAN FRANCISCO       CA,-26.57,Merchandise & Supplies-Groceries,7-ELEVEN 34977 00073SAN FRANCISCO       CA,700631028 7 415-398-5315 | 7-ELEVEN 34977 00073497701 | SAN FRANCISCO | CA | Description : GAS/MSC97 70637701 Price : 0.2657 | 415-398-5315,,'320243020175382922',
2024-10-28,Amex Blue Sky,AplPay CLIPPER SYSTECONCORD             CA,-3,Other-Government Services,AplPay CLIPPER SYSTECONCORD             CA,00190558255 8778788883 | AplPay CLIPPER SYSTEMS MOBILE #1 000007046 | CONCORD | CA | Description : REFER TO RECEIPT Price : 0.00 | 8778788883,,'320243030203014696',
2024-10-28,Amex Blue Sky,AplPay CLIPPER SYSTECONCORD             CA,-5,Other-Government Services,AplPay CLIPPER SYSTECONCORD             CA,00190584574 8778788883 | AplPay CLIPPER SYSTEMS MOBILE #1 000007046 | CONCORD | CA | Description : REFER TO RECEIPT Price : 0.00 | 8778788883,,'320243040228587279',
2024-10-28,Amex Blue Sky,AplPay UNIQLO USA LLNEW YORK            NY,-113.58,Merchandise & Supplies-Clothing Stores,AplPay UNIQLO USA LLNEW YORK            NY,209700FB-5C FAMILY CLOTHING | AplPay UNIQLO USA LLC | NEW YORK | NY | FAMILY CLOTHING,,'320243030217071104',
2024-10-28,Amex Blue Sky,UBER,-9.95,Transportation-Taxis & Coach,AplPay Uber Trip    help.uber.com       CA,A49A6DEG 8005928996 | AplPay Uber Trip | help.uber.com | CA | 8005928996,,'320243020177099958',
2024-10-28,Amex Blue Sky,UBER,-14.96,Transportation-Taxis & Coach,AplPay Uber Trip    help.uber.com       CA,M02YS13K 8005928996 | AplPay Uber Trip | help.uber.com | CA | 8005928996,,'320243020177955661',
2024-10-28,Amex Blue Sky,PACIFIC COCKTAIL HAV415-3784692         CA,-99.62,Restaurant-Bar & Café,PACIFIC COCKTAIL HAV415-3784692         CA,73011924303 ANDY@SCHROEDERSF.COM | PACIFIC COCKTAIL HAVEN 221000000034140 | 415-3784692 | CA | ANDY@SCHROEDERSF.COM,,'320243040243077333',
2024-10-28,Amex Blue Sky,PANDA EXPRESS       SAN FRANCISCO       CA,-2.82,Restaurant-Bar & Café,PANDA EXPRESS       SAN FRANCISCO       CA,216716 FAST FOOD RESTAURANT | PANDA EXPRESS | SAN FRANCISCO | CA | Description : FAST FOOD RESTAURAN Price : 0.00 | FAST FOOD RESTAURANT,,'320243030213234757',
2024-10-28,Amex Blue Sky,PANDA EXPRESS       SAN FRANCISCO       CA,-11.73,Restaurant-Bar & Café,PANDA EXPRESS       SAN FRANCISCO       CA,216715 FAST FOOD RESTAURANT | PANDA EXPRESS | SAN FRANCISCO | CA | Description : FAST FOOD RESTAURAN Price : 0.00 | FAST FOOD RESTAURANT,,'320243030210903137',
2024-10-28,Amex Blue Sky,SPO*WATERBARRESTAURASAN FRANCISCO       CA,-44.19,Restaurant-Restaurant,SPO*WATERBARRESTAURASAN FRANCISCO       CA,430538455 4152849922 | SPO*WATERBARRESTAURANT 000003296 | SAN FRANCISCO | CA | 4152849922,,'320243030215888759',
2024-10-28,Amex Blue Sky,TEMPLE NIGHTCLUB (SF702-3484428         CA,-29.58,Restaurant-Bar & Café,TEMPLE NIGHTCLUB (SF702-3484428         CA,73011924303 PAUL@TEMPLESF.COM | TEMPLE NIGHTCLUB (SF) 221000000029306 | 702-3484428 | CA | PAUL@TEMPLESF.COM,,'320243040243002086',
2024-10-28,Amex Blue Sky,THE CLIFT ROYAL SONESAN FRANCISCO       CA,-5.43,Travel-Lodging,THE CLIFT ROYAL SONESAN FRANCISCO       CA,591501999 0000181403 94102 | THE CLIFT ROYAL SONEST 068880021762586 | SAN FRANCISCO | CA | 0000181403 94102,,'320243050267141070',
2024-10-28,Amex Blue Sky,THE CLIFT ROYAL SONESAN FRANCISCO       CA,-26.07,Travel-Lodging,THE CLIFT ROYAL SONESAN FRANCISCO       CA,591501999 0000181387 94102 | THE CLIFT ROYAL SONEST 068880021762586 | SAN FRANCISCO | CA | 0000181387 94102,,'320243050265471317',
2024-10-28,Amex Blue Sky,TST* BOTTEGA 0005526SAN FRANCISCO       CA,-123.15,Restaurant-Restaurant,TST* BOTTEGA 0005526SAN FRANCISCO       CA,21105174302 RESTAURANT | TST* BOTTEGA 00055266 | SAN FRANCISCO | CA | RESTAURANT,,'320243020180338145',
2024-10-28,Amex Blue Sky,TST* PERSONA 3006605SAN FRANCISCO       CA,-51.45,Restaurant-Bar & Café,TST* PERSONA 3006605SAN FRANCISCO       CA,99999994302 4154004598 | TST* PERSONA 300660563 | SAN FRANCISCO | CA | Description : BARS Price : 0.5145 | 4154004598,,'320243020178855889',
2024-10-28,Checking,PwP  AIHAGGLER.C Privacycom TN: 8081393     WEB ID:  626060084,-4.5,MISC_DEBIT,,,,,
2024-10-28,Checking,PwP  AIRALO      Privacycom TN: 1078603     WEB ID:  626060084,-16.5,MISC_DEBIT,,,,,
