date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-01-02,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,-8.52,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,N1XT1HT2 HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | AI | HELP.UBER.COM,1200.00 JAPANESE YEN,'320240020587441133',NETHERLANDS
2024-01-02,Amex Platinum,FAMILY MART         *                   JP,-6.41,Merchandise & Supplies-Groceries,FAMILY MART         *                   JP,MISC FOOD STORE | FAMILY MART JAPAN | * | JP | MISC FOOD STORE,905.00 JAPANESE YEN,'320240030609007474',JAPAN
2024-01-02,Amex Platinum,PEACH AVIATION PEACHJAPAN               JP,-275.7,Travel-Airline,PEACH AVIATION PEACHJAPAN               JP,98473122593 AIRLINE/AIR CARRIER | PEACH AVIATION PEACH AVIATION | JAPAN | JP | AIRLINE/AIR CARRIER,38840.00 JAPANESE YEN,'320240020584010289',JAPAN
2024-01-02,Chase Ink,BEJITABURUDAININGU NOKA,-24.72,Food & Drink,,,,,
2024-01-02,Chase Ink,KIX TENANTS,-5.64,Merchandise & Inventory,,,,,
2024-01-02,Chase Ink,KIX TENANTS,-25.04,Merchandise & Inventory,,,,,
2024-01-02,Chase Ink,KIX SHOPS,-9.03,Merchandise & Inventory,,,,,
2024-01-02,Chase Ink,HOTELSUIKOBESANNOMIYA,-14.21,Travel,,,,,
2024-01-02,Chase Ink,KOUBEGYUU KOUJYU,-60.94,Food & Drink,,,,,
2024-01-02,Privacy,UBER *TRIP HELP.UBER.COM,-6.75,Privacy Card,Card ending in 9260,,,6b246f4d-7f22-4cc4-9059-b0cf791ce175,
