date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-01-11,Amex Blue Sky,DON QUIJOTE GINZA HO*                   JP,-16.85,Merchandise & Supplies-Hardware Supplies,DON QUIJOTE GINZA HO*                   JP,HOME SUPPLY WAREHOUSE | DON QUIJOTE GINZA HONKAN -CHUOH-KU | * | JP | HOME SUPPLY WAREHOUSE,2449.00 JAPANESE YEN,'320240120825152468',JAPAN
2024-01-11,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.33,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,TOYOTAMA TAXI | $12.47 | FOREIGN TRANSACTION FEE,,'820240140875241021',
2024-01-11,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.45,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,DON QUIJOTE GINZA HONKAN -CHUOH-KU | $16.85 | FOREIGN TRANSACTION FEE,,'820240120825152468',
2024-01-11,Amex Blue Sky,TOYOTAMA TAXI       TOKYO               JP,-12.47,Transportation-Taxis & Coach,TOYOTAMA TAXI       TOKYO               JP,580M0000020 31847281700174 | TOYOTAMA TAXI | TOKYO | JP | 31847281700174,1800.00 JAPANESE YEN,'320240140875241021',JAPAN
2024-01-11,Amex Platinum,1OAK TOKYO          TOKYO               JP,-19.34,Restaurant-Bar & Café,1OAK TOKYO          TOKYO               JP,410G6052251 22184418200018 | 1OAK TOKYO | TOKYO | JP | 22184418200018,2800.00 JAPANESE YEN,'320240110804300802',JAPAN
2024-01-11,Amex Platinum,1OAK TOKYO          TOKYO               JP,-27.63,Restaurant-Bar & Café,1OAK TOKYO          TOKYO               JP,410G6052251 22184418200018 | 1OAK TOKYO | TOKYO | JP | 22184418200018,4000.00 JAPANESE YEN,'320240110804297553',JAPAN
2024-01-11,Amex Platinum,APAHOTEL ROPPONGISIXTOKYO               JP,-13.86,Travel-Lodging,APAHOTEL ROPPONGISIXTOKYO               JP,417MXO71111 42913306500018 | APAHOTEL ROPPONGISIX | TOKYO | JP | 42913306500018,2000.00 JAPANESE YEN,'320240130833143363',JAPAN
2024-01-11,Amex Platinum,AplPay MORI BUILDINGTOKYO               JP,-3.18,Merchandise & Supplies-General Retail,AplPay MORI BUILDINGTOKYO               JP,410G6052251 48326764900018 | AplPay MORI BUILDING GROUP | TOKYO | JP | 48326764900018,460.00 JAPANESE YEN,'320240110804345780',JAPAN
2024-01-11,Amex Platinum,AplPay MORI BUILDINGTOKYO               JP,-3.38,Merchandise & Supplies-General Retail,AplPay MORI BUILDINGTOKYO               JP,410G6052251 48326764900018 | AplPay MORI BUILDING GROUP | TOKYO | JP | 48326764900018,490.00 JAPANESE YEN,'320240110804306163',JAPAN
2024-01-11,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,-0.69,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,6H8Y67ZW HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | AI | HELP.UBER.COM,100.00 JAPANESE YEN,'320240120822940359',NETHERLANDS
2024-01-11,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,-4.14,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,MHX1MBQ2 HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | AI | HELP.UBER.COM,600.00 JAPANESE YEN,'320240110787167340',NETHERLANDS
