date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-11-17,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.08,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GRAB | $3.31 | FOREIGN TRANSACTION FEE,,'820243220718730148',
2024-11-17,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.18,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GHL*TRUTH OR DARE | $6.77 | FOREIGN TRANSACTION FEE,,'820243220702321318',
2024-11-17,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.35,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GHL*TRUTH OR DARE | $13.21 | FOREIGN TRANSACTION FEE,,'820243220702332145',
2024-11-17,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.35,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GHL*TRUTH OR DARE | $13.21 | FOREIGN TRANSACTION FEE,,'820243220702355752',
2024-11-17,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,FOUR SEASONS HOTEL BAN | $37.13 | FOREIGN TRANSACTION FEE,,'820243240756329507',
2024-11-17,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1.09,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GHL*TRUTH OR DARE | $40.63 | FOREIGN TRANSACTION FEE,,'820243220702314068',
2024-11-17,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1.44,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GHL*TRUTH OR DARE | $53.50 | FOREIGN TRANSACTION FEE,,'820243220702372601',
2024-11-17,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1.51,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GRAB | $56.10 | FOREIGN TRANSACTION FEE,,'820243220707442886',
2024-11-17,Amex Blue Sky,FOREIGN TRANSACTION FEE,-7.6,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,INTERCONTINENTAL BANGK | $281.65 | FOREIGN TRANSACTION FEE,,'820243220701693131',
2024-11-17,Amex Blue Sky,FOUR SEASONS HOTEL BBANGKOK             TH,-37.13,Travel-Lodging,FOUR SEASONS HOTEL BBANGKOK             TH,AAEB7gDCZzj LODGING | FOUR SEASONS HOTEL BAN | BANGKOK | TH | LODGING,1286.84 THAILAND BAHT,'320243240756329507',THAILAND
2024-11-17,Amex Blue Sky,GHL*TRUTH OR DARE   BANGKOK             TH,-6.77,Restaurant-Restaurant,GHL*TRUTH OR DARE   BANGKOK             TH,AAEB7gDCZzj RESTAURANT | GHL*TRUTH OR DARE | BANGKOK | TH | RESTAURANT,235.40 THAILAND BAHT,'320243220702321318',THAILAND
2024-11-17,Amex Blue Sky,GHL*TRUTH OR DARE   BANGKOK             TH,-13.21,Restaurant-Restaurant,GHL*TRUTH OR DARE   BANGKOK             TH,AAEB7gDCZzj RESTAURANT | GHL*TRUTH OR DARE | BANGKOK | TH | RESTAURANT,459.03 THAILAND BAHT,'320243220702332145',THAILAND
2024-11-17,Amex Blue Sky,GHL*TRUTH OR DARE   BANGKOK             TH,-13.21,Restaurant-Restaurant,GHL*TRUTH OR DARE   BANGKOK             TH,AAEB7gDCZzj RESTAURANT | GHL*TRUTH OR DARE | BANGKOK | TH | RESTAURANT,459.03 THAILAND BAHT,'320243220702355752',THAILAND
2024-11-17,Amex Blue Sky,GHL*TRUTH OR DARE   BANGKOK             TH,-40.63,Restaurant-Restaurant,GHL*TRUTH OR DARE   BANGKOK             TH,AAEB7gDCZzj RESTAURANT | GHL*TRUTH OR DARE | BANGKOK | TH | RESTAURANT,1412.40 THAILAND BAHT,'320243220702314068',THAILAND
2024-11-17,Amex Blue Sky,GHL*TRUTH OR DARE   BANGKOK             TH,-53.5,Restaurant-Restaurant,GHL*TRUTH OR DARE   BANGKOK             TH,AAEB7gDCZzk RESTAURANT | GHL*TRUTH OR DARE | BANGKOK | TH | RESTAURANT,1859.66 THAILAND BAHT,'320243220702372601',THAILAND
2024-11-17,Amex Blue Sky,GRAB                BANGKOK             TH,-3.31,Transportation-Taxis & Coach,GRAB                BANGKOK             TH,5436aa62d86 TAXICAB & LIMOUSINE | GRAB | BANGKOK | TH | TAXICAB & LIMOUSINE,115.00 THAILAND BAHT,'320243220718730148',SINGAPORE
2024-11-17,Amex Blue Sky,GRAB                BANGKOK             TH,-56.1,Transportation-Taxis & Coach,GRAB                BANGKOK             TH,b83f2f160cd TAXICAB & LIMOUSINE | GRAB | BANGKOK | TH | TAXICAB & LIMOUSINE,1950.00 THAILAND BAHT,'320243220707442886',SINGAPORE
2024-11-17,Amex Blue Sky,INTERCONTINENTAL BANBANGKOK             TH,-281.65,Travel-Lodging,INTERCONTINENTAL BANBANGKOK             TH,AAMCBAAyZzk LODGING | INTERCONTINENTAL BANGK | BANGKOK | TH | LODGING,9790.00 THAILAND BAHT,'320243220701693131',THAILAND
2024-11-17,Privacy,OPENAI,-10.9,Privacy Card,Card ending in 9143,,,dc992240-c45f-463d-927c-135b279c0398,
