date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-10-31,Amex Blue Sky,AUTOPAY PAYMENT - THANK YOU,391.43,,AUTOPAY PAYMENT - THANK YOU,AUTOPAY PAYMENT - THANK YOU,,'320243050246611536',
2024-10-31,Amex Blue Sky,AplPay CALTRAIN     SAN CARLOS          CA,-16.5,Other-Government Services,AplPay CALTRAIN     SAN CARLOS          CA,6505086405 | AplPay CALTRAIN | SAN CARLOS | CA | 6505086405,,'320243060289493607',
2024-10-31,Amex Blue Sky,AplPay CLIPPER SYSTECONCORD             CA,-20,Other-Government Services,AplPay CLIPPER SYSTECONCORD             CA,00191134926 8778788883 | AplPay CLIPPER SYSTEMS MOBILE #1 000007046 | CONCORD | CA | Description : REFER TO RECEIPT Price : 0.00 | 8778788883,,'320243070311165817',
2024-10-31,Amex Blue Sky,AplPay TAZZA D'AMORESan Francisco       CA,-16.6,Restaurant-Bar & Café,AplPay TAZZA D'AMORESan Francisco       CA,3Z11h6lZhUk squareup.com/receipts | AplPay TAZZA D'AMORE CAFE | San Francisco | CA | squareup.com/receipts,,'320243050252331922',
2024-10-31,Amex Blue Sky,UBER,-11.91,Transportation-Taxis & Coach,AplPay Uber Trip    help.uber.com       CA,4M564BHG 8005928996 | AplPay Uber Trip | help.uber.com | CA | 8005928996,,'320243050251189345',
2024-10-31,Amex Blue Sky,UBER,-13.99,Transportation-Taxis & Coach,AplPay Uber Trip    help.uber.com       CA,QTQKNMT4 8005928996 | AplPay Uber Trip | help.uber.com | CA | 8005928996,,'320243050254262429',
2024-10-31,Amex Blue Sky,UBER,-14.43,Transportation-Taxis & Coach,AplPay Uber Trip    help.uber.com       CA,BG3FHGWS 8005928996 | AplPay Uber Trip | help.uber.com | CA | 8005928996,,'320243050249953726',
2024-10-31,Amex Blue Sky,DNA LOUNGE 221000000415-2384277         CA,-16.29,Restaurant-Bar & Café,DNA LOUNGE 221000000415-2384277         CA,73011924306 ACCOUNTING@DNALOUNGE. | ACCOUNTING@DNALOUNGE.COM | DNA LOUNGE 221000000026237 | 415-2384277 | CA | ACCOUNTING@DNALOUNGE.COM,,'320243070325190661',
2024-10-31,Amex Blue Sky,DNA LOUNGE 221000000415-2384277         CA,-37,Restaurant-Bar & Café,DNA LOUNGE 221000000415-2384277         CA,73011924306 ACCOUNTING@DNALOUNGE. | ACCOUNTING@DNALOUNGE.COM | DNA LOUNGE 221000000026237 | 415-2384277 | CA | ACCOUNTING@DNALOUNGE.COM,,'320243070325183133',
2024-10-31,Amex Blue Sky,TST* LOCAL UNION 271PALO ALTO           CA,-167.86,Restaurant-Restaurant,TST* LOCAL UNION 271PALO ALTO           CA,00018939021 RESTAURANT | TST* LOCAL UNION 271 00018939 | PALO ALTO | CA | RESTAURANT,,'320243060283367285',
2024-10-31,Checking,AMERICAN EXPRESS ACH PMT    A5450           TEL ID: 9493560001,-391.43,ACH_DEBIT,,,,,
