date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-12-31,Amex Blue Sky,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,-3.17,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,J9K7SRT3 HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | TW | HELP.UBER.COM,104.00 NEW TAIWAN DOLLAR,'320243660929642273',NETHERLANDS
2024-12-31,Amex Blue Sky,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,-3.66,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,8YRJH1R9 HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | TW | HELP.UBER.COM,120.00 NEW TAIWAN DOLLAR,'320243660927074366',NETHERLANDS
2024-12-31,Amex Blue Sky,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,-3.87,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,M9AMWGCG HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | TW | HELP.UBER.COM,127.00 NEW TAIWAN DOLLAR,'320250010955082005',NETHERLANDS
2024-12-31,Amex Blue Sky,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,-6.44,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,D67SWR83 HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | TW | HELP.UBER.COM,211.00 NEW TAIWAN DOLLAR,'320243660918517725',NETHERLANDS
2024-12-31,Amex Blue Sky,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,-7.96,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,253W3Z65 HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | TW | HELP.UBER.COM,261.00 NEW TAIWAN DOLLAR,'320250010955113790',NETHERLANDS
2024-12-31,Amex Blue Sky,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,-15.89,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,7XH2DQQY HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | TW | HELP.UBER.COM,521.00 NEW TAIWAN DOLLAR,'320243660914765791',NETHERLANDS
2024-12-31,Amex Blue Sky,CPC 00836           TAIPEI CITY,-9,Transportation-Fuel,CPC 00836           TAIPEI CITY,GAS STATION | CPC 00836 | TAIPEI CITY | GAS STATION,295.00 NEW TAIWAN DOLLAR,'320243660934176147',TAIWAN
2024-12-31,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.08,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,AplPay UBER TRIP | $3.17 | FOREIGN TRANSACTION FEE,,'820243660929642273',
2024-12-31,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.09,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,AplPay UBER TRIP | $3.66 | FOREIGN TRANSACTION FEE,,'820243660927074366',
2024-12-31,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.1,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,AplPay UBER TRIP | $3.87 | FOREIGN TRANSACTION FEE,,'820250010955082005',
2024-12-31,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.13,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,Nonbiri Coffee Shop | $4.88 | FOREIGN TRANSACTION FEE,,'820243660934145618',
2024-12-31,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.17,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,AplPay UBER TRIP | $6.44 | FOREIGN TRANSACTION FEE,,'820243660918517725',
2024-12-31,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.21,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,AplPay UBER TRIP | $7.96 | FOREIGN TRANSACTION FEE,,'820250010955113790',
2024-12-31,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.24,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,CPC 00836 | $9.00 | FOREIGN TRANSACTION FEE,,'820243660934176147',
2024-12-31,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.42,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,AplPay UBER TRIP | $15.89 | FOREIGN TRANSACTION FEE,,'820243660914765791',
2024-12-31,Amex Blue Sky,FOREIGN TRANSACTION FEE,-5.43,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,"GRACE FOODS CO.,LTD | $201.32 | FOREIGN TRANSACTION FEE",,'820243660934141576',
2024-12-31,Amex Blue Sky,FOREIGN TRANSACTION FEE,-5.43,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,KAI WEN | $201.33 | FOREIGN TRANSACTION FEE,,'820250010958944809',
2024-12-31,Amex Blue Sky,"GRACE FOODS CO.,LTD TAIPEI CITY",-201.32,Restaurant-Restaurant,"GRACE FOODS CO.,LTD TAIPEI CITY","RESTAURANT | GRACE FOODS CO.,LTD | TAIPEI CITY | RESTAURANT",6600.00 NEW TAIWAN DOLLAR,'320243660934141576',TAIWAN
2024-12-31,Amex Blue Sky,KAI WEN             TAIPEI CITY,-201.33,Restaurant-Bar & Café,KAI WEN             TAIPEI CITY,BAR/NIGHTCLUB | KAI WEN | TAIPEI CITY | BAR/NIGHTCLUB,6600.00 NEW TAIWAN DOLLAR,'320250010958944809',TAIWAN
2024-12-31,Amex Blue Sky,Nonbiri Coffee Shop TAIPEI CITY,-4.88,Restaurant-Bar & Café,Nonbiri Coffee Shop TAIPEI CITY,RESTAURANT | Nonbiri Coffee Shop | TAIPEI CITY | RESTAURANT,160.00 NEW TAIWAN DOLLAR,'320243660934145618',TAIWAN
2024-12-31,Checking,Coinbase.com     2SZ9AXT3                   PPD ID: 1455293997,1000,ACH_CREDIT,,,,,
