date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-11-03,Amex Blue Sky,UBER,-21.99,Transportation-Taxis & Coach,AplPay Uber Trip    help.uber.com       CA,A03K6S7Y 8005928996 | AplPay Uber Trip | help.uber.com | CA | 8005928996,,'320243080334123304',
2024-11-03,Amex Blue Sky,UBER,-23.96,Transportation-Taxis & Coach,AplPay Uber Trip    help.uber.com       CA,8KCH7F2M 8005928996 | AplPay Uber Trip | help.uber.com | CA | 8005928996,,'320243080335555135',
2024-11-03,Amex Blue Sky,BLACK TIE TAXI      Napa                CA,-35,Transportation-Taxis & Coach,BLACK TIE TAXI      Napa                CA,psW54zeUhN9 squareup.com/receipts | BLACK TIE TAXI | Napa | CA | squareup.com/receipts,,'320243080331657751',
2024-11-03,Amex Blue Sky,FESS PARKER WINERY  LOS OLIVOS          CA,-77.99,Merchandise & Supplies-Mail Order,FESS PARKER WINERY  LOS OLIVOS          CA,84223694309 805-688-1545 | FESS PARKER WINERY | LOS OLIVOS | CA | 805-688-1545,,'320243090354915274',
2024-11-03,Amex Blue Sky,FSP*QUILT & CO. 0000NAPA                CA,-155.17,Entertainment-General Attractions,FSP*QUILT & CO. 0000NAPA                CA,99999994308 7072007093 | FSP*QUILT & CO. 000016244 | NAPA | CA | Description : TOURIST Price : 1.5517 | 7072007093,,'320243090376813824',
2024-11-03,Amex Blue Sky,MANSION BAR AT SILVENAPA                CA,-49.22,Travel-Lodging,MANSION BAR AT SILVENAPA                CA,620103667 497542 94558 | MANSION BAR AT SILVERA 068880021773118 | NAPA | CA | 497542 94558,,'320243100402641646',
2024-11-03,Amex Blue Sky,MARKETPLACE AT SILVENAPA                CA,-22.63,Travel-Lodging,MARKETPLACE AT SILVENAPA                CA,618104206 497217 94558 | MARKETPLACE AT SILVERA 068880021773119 | NAPA | CA | 497217 94558,,'320243100402429535',
2024-11-03,Amex Blue Sky,SILVERADO RESORT    NAPA                CA,-51.75,Travel-Lodging,SILVERADO RESORT    NAPA                CA,0000279317 7072575419 | LODGING | SILVERADO RESORT | NAPA | CA,,'320243100400377849',
2024-11-03,Amex Blue Sky,TST* SCALAS 00093947NAPA                CA,-199.69,Restaurant-Restaurant,TST* SCALAS 00093947NAPA                CA,21105174309 RESTAURANT | TST* SCALAS 00093947 | NAPA | CA | RESTAURANT,,'320243090365054349',
2024-11-03,Amex Platinum,UBER,-122.57,Transportation-Taxis & Coach,AplPay Uber Trip    help.uber.com       CA,8PF3C2ER 8005928996 | AplPay Uber Trip | help.uber.com | CA | 8005928996,,'320243080333902715',
2024-11-03,Privacy,AIRALO,-11.35,Privacy Card,Card ending in 6090,,,484186d2-c347-4a98-aad7-d6b97d0681ec,
