date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-01-14,Amex Blue Sky,APAHOTEL ROPPONGISIXTOKYO               JP,-0.76,Travel-Lodging,APAHOTEL ROPPONGISIXTOKYO               JP,417MXO71111 42913306500018 | APAHOTEL ROPPONGISIX | TOKYO | JP | 42913306500018,110.00 JAPANESE YEN,'320240170930643159',JAPAN
2024-01-14,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.02,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,APAHOTEL ROPPONGISIX | $0.76 | FOREIGN TRANSACTION FEE,,'820240170930643159',
2024-01-14,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.19,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,TOKYO MIDTOWN -MINATO-KU TOKYO JAPAN | $7.27 | FOREIGN TRANSACTION FEE,,'820240150893415836',
2024-01-14,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.52,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,NARITA AIRPORT TERMINAL JAPAN | $19.47 | FOREIGN TRANSACTION FEE,,'820240150893415003',
2024-01-14,Amex Blue Sky,FOREIGN TRANSACTION FEE,-2.18,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER EATS | $80.78 | FOREIGN TRANSACTION FEE,,'820240140857404698',
2024-01-14,Amex Blue Sky,NARITA AIRPORT TERMICHIBAKEN NARITASHI FJP,-19.47,Merchandise & Supplies-General Retail,NARITA AIRPORT TERMICHIBAKEN NARITASHI FJP,028 MISC/SPECIALTY RETAIL | NARITA AIRPORT TERMINAL JAPAN | CHIBAKEN NARITASHI FU | JP | MISC/SPECIALTY RETAIL,2810.00 JAPANESE YEN,'320240150893415003',JAPAN
2024-01-14,Amex Blue Sky,TOKYO MIDTOWN -MINAT*                   JP,-7.27,Merchandise & Supplies-General Retail,TOKYO MIDTOWN -MINAT*                   JP,MISC/SPECIALTY RETAIL | TOKYO MIDTOWN -MINATO-KU TOKYO JAPAN | * | JP | MISC/SPECIALTY RETAIL,1050.00 JAPANESE YEN,'320240150893415836',JAPAN
2024-01-14,Amex Blue Sky,UBER EATS           HTTPS://HELP.UBER.COAI,-80.78,Restaurant-Restaurant,UBER EATS           HTTPS://HELP.UBER.COAI,B3R1ZMFW OKGVIRC2 | UBER EATS | HTTPS://HELP.UBER.COM | AI | OKGVIRC2,11660.00 JAPANESE YEN,'320240140857404698',NETHERLANDS
2024-01-14,Amex Platinum,APAHOTEL ROPPONGISIXTOKYO               JP,-13.83,Travel-Lodging,APAHOTEL ROPPONGISIXTOKYO               JP,417MXO71111 42913306500018 | APAHOTEL ROPPONGISIX | TOKYO | JP | 42913306500018,2009.00 JAPANESE YEN,'320240170930637063',JAPAN
2024-01-14,Amex Platinum,APAHOTEL ROPPONGISIXTOKYO               JP,97.03,Travel-Lodging,APAHOTEL ROPPONGISIXTOKYO               JP,417MXO71111 42913306500018 | APAHOTEL ROPPONGISIX | TOKYO | JP | 42913306500018,14100.00 JAPANESE YEN,'320240170930654441',JAPAN
2024-01-14,Amex Platinum,AplPay CRISP SALAD Wgang qu             TO,-10.7,Restaurant-Restaurant,AplPay CRISP SALAD Wgang qu             TO,OF333M 120659254 | AplPay CRISP SALAD WORKS TOKYO MIDTOWN | gang qu | TO | 120659254,1545.00 JAPANESE YEN,'320240140870685959',JAPAN
2024-01-14,Amex Platinum,GREEN CAB           JAPAN               JP,-4.13,Transportation-Taxis & Coach,GREEN CAB           JAPAN               JP,417MXR99661 31700603900000 | GREEN CAB | JAPAN | JP | 31700603900000,600.00 JAPANESE YEN,'320240170930676344',JAPAN
2024-01-14,Amex Platinum,KEISEI SKYLINER     CHIBA               JP,-35.61,Transportation-Rail Services,KEISEI SKYLINER     CHIBA               JP,412G3M77322 39081528800018 | KEISEI SKYLINER | CHIBA | JP | 39081528800018,5140.00 JAPANESE YEN,'320240140875295110',JAPAN
2024-01-14,Amex Platinum,KOREAN AIRLINES TOKYCHIBAKEN NARITASHI  JP,-719.14,Travel-Airline,KOREAN AIRLINES TOKYCHIBAKEN NARITASHI  JP,AIRLINE/AIR CARRIER | KOREAN AIRLINES TOKYO -NARITA-SHI | CHIBAKEN NARITASHI | JP | AIRLINE/AIR CARRIER,103800.00 JAPANESE YEN,'320240150893471705',JAPAN
2024-01-14,Amex Platinum,TOKYO MIDTOWN -MINAT*                   JP,-6.1,Merchandise & Supplies-General Retail,TOKYO MIDTOWN -MINAT*                   JP,MISC/SPECIALTY RETAIL | TOKYO MIDTOWN -MINATO-KU TOKYO JAPAN | * | JP | MISC/SPECIALTY RETAIL,880.00 JAPANESE YEN,'320240150893496302',JAPAN
2024-01-14,Amex Platinum,TOKYOMUSEN          TOKYO               JP,-4.13,Transportation-Taxis & Coach,TOKYOMUSEN          TOKYO               JP,417MXR99661 32098754400570 | TOKYOMUSEN | TOKYO | JP | 32098754400570,600.00 JAPANESE YEN,'320240170930639634',JAPAN
2024-01-14,Amex Platinum,TOKYU STORE         TOKYOTO MEGUROKU    JP,-34.33,Merchandise & Supplies-Groceries,TOKYU STORE         TOKYOTO MEGUROKU    JP,GROCERY STORE | TOKYU STORE JAPAN | TOKYOTO MEGUROKU | JP | GROCERY STORE,4955.00 JAPANESE YEN,'320240150893447731',JAPAN
2024-01-14,Chase Ink,CO.  LTD.  ATEC TN _ ON-S,-27.55,Travel,,,,,
