date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-09-22,Amex Blue Sky,(JOO)TIMEONI        SEOUL,-53.95,Transportation-Taxis & Coach,(JOO)TIMEONI        SEOUL,TAXICAB & LIMOUSINE | (JOO)TIMEONI | SEOUL | TAXICAB & LIMOUSINE,71700.00 KOREAN (SOUTH) WON,'320242670249782102',"KOREA, REPUBLIC OF"
2024-09-22,Amex Blue Sky,7-ELEVEN T3 #03-12  SINGAPORE           SG,-5.34,Merchandise & Supplies-Groceries,7-ELEVEN T3 #03-12  SINGAPORE           SG,052621 GROCERY STORE | 7-ELEVEN T3 #03-12 | SINGAPORE | SG |,6.88 SINGAPORE DOLLAR,'320242650197418996',SINGAPORE
2024-09-22,Amex Blue Sky,BURGER KING SINGAPORSINGAPORE           SG,-8.22,Restaurant-Bar & Café,BURGER KING SINGAPORSINGAPORE           SG,2790862880 92283429 | BURGER KING SINGAPORE PTE LTD-B5605 04 | SINGAPORE | SG | 92283429,10.60 SINGAPORE DOLLAR,'320242660229212974',SINGAPORE
2024-09-22,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.14,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,7-ELEVEN T3 #03-12 | $5.34 | FOREIGN TRANSACTION FEE,,'820242650197418996',
2024-09-22,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.22,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,BURGER KING SINGAPORE PTE LTD-B5605 04 | $8.22 | FOREIGN TRANSACTION FEE,,'820242660229212974',
2024-09-22,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.31,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,HUDSONS CAFE - T3 | $11.64 | FOREIGN TRANSACTION FEE,,'820242660226941523',
2024-09-22,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1.45,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,(JOO)TIMEONI | $53.95 | FOREIGN TRANSACTION FEE,,'820242670249782102',
2024-09-22,Amex Blue Sky,FOREIGN TRANSACTION FEE,-2.36,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,THE KITCHEN BY WOLFGANG PUCK | $87.43 | FOREIGN TRANSACTION FEE,,'820242650199486243',
2024-09-22,Amex Blue Sky,HUDSONS CAFE - T3   SINGAPORE           SG,-11.64,Restaurant-Restaurant,HUDSONS CAFE - T3   SINGAPORE           SG,036032 BAR/NIGHTCLUB | HUDSONS CAFE - T3 | SINGAPORE | SG | BAR/NIGHTCLUB,15.00 SINGAPORE DOLLAR,'320242660226941523',SINGAPORE
2024-09-22,Amex Blue Sky,THE KITCHEN BY WOLFGSINGAPORE           SG,-87.43,Restaurant-Restaurant,THE KITCHEN BY WOLFGSINGAPORE           SG,003767 BAR/NIGHTCLUB | THE KITCHEN BY WOLFGANG PUCK | SINGAPORE | SG |,112.70 SINGAPORE DOLLAR,'320242650199486243',SINGAPORE
