date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-12-28,Amex Blue Sky,BA TI SENTEU        SEOUL,-35.43,Restaurant-Restaurant,BA TI SENTEU        SEOUL,RESTAURANT | BA TI SENTEU | SEOUL | RESTAURANT,52000.00 KOREAN (SOUTH) WON,'320243640864643193',"KOREA, REPUBLIC OF"
2024-12-28,Amex Blue Sky,Chosun Hotel & ResorSEOUL,-21.12,Travel-Lodging,Chosun Hotel & ResorSEOUL,LODGING | Chosun Hotel & Resort Chosun Palace Ga | SEOUL | LODGING,31000.00 KOREAN (SOUTH) WON,'320243640864645887',"KOREA, REPUBLIC OF"
2024-12-28,Amex Blue Sky,Chosun Hotel & ResorSEOUL,-23.85,Travel-Lodging,Chosun Hotel & ResorSEOUL,LODGING | Chosun Hotel & Resort Chosun Palace Ga | SEOUL | LODGING,35000.00 KOREAN (SOUTH) WON,'320243640864648537',"KOREA, REPUBLIC OF"
2024-12-28,Amex Blue Sky,Chosun Hotel & ResorSEOUL,-169.68,Travel-Lodging,Chosun Hotel & ResorSEOUL,LODGING | Chosun Hotel & Resort Chosun Palace Ga | SEOUL | LODGING,249000.00 KOREAN (SOUTH) WON,'320243640864645841',"KOREA, REPUBLIC OF"
2024-12-28,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.57,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,Chosun Hotel & Resort Chosun Palace Ga | $21.12 | FOREIGN TRANSACTION FEE,,'820243640864645887',
2024-12-28,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.64,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,Chosun Hotel & Resort Chosun Palace Ga | $23.85 | FOREIGN TRANSACTION FEE,,'820243640864648537',
2024-12-28,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.95,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,BA TI SENTEU | $35.43 | FOREIGN TRANSACTION FEE,,'820243640864643193',
2024-12-28,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1.91,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,JOOSIKHOISA LEUCHAEMBEO | $70.87 | FOREIGN TRANSACTION FEE,,'820243640864846863',
2024-12-28,Amex Blue Sky,FOREIGN TRANSACTION FEE,-2.75,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,"Mimichan Co., Ltd. | $102.21 | FOREIGN TRANSACTION FEE",,'820243640864849586',
2024-12-28,Amex Blue Sky,FOREIGN TRANSACTION FEE,-3.16,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GERISEUN | $117.21 | FOREIGN TRANSACTION FEE,,'820243640864848353',
2024-12-28,Amex Blue Sky,FOREIGN TRANSACTION FEE,-4.58,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,Chosun Hotel & Resort Chosun Palace Ga | $169.68 | FOREIGN TRANSACTION FEE,,'820243640864645841',
2024-12-28,Amex Blue Sky,GERISEUN            SEOUL,-117.21,Restaurant-Restaurant,GERISEUN            SEOUL,RESTAURANT | GERISEUN | SEOUL | RESTAURANT,172000.00 KOREAN (SOUTH) WON,'320243640864848353',"KOREA, REPUBLIC OF"
2024-12-28,Amex Blue Sky,JOOSIKHOISA LEUCHAEMSEOUL,-70.87,Restaurant-Restaurant,JOOSIKHOISA LEUCHAEMSEOUL,RESTAURANT | JOOSIKHOISA LEUCHAEMBEO | SEOUL | RESTAURANT,104000.00 KOREAN (SOUTH) WON,'320243640864846863',"KOREA, REPUBLIC OF"
2024-12-28,Amex Blue Sky,"Mimichan Co., Ltd.  SEOUL",-102.21,Restaurant-Restaurant,"Mimichan Co., Ltd.  SEOUL","RESTAURANT | Mimichan Co., Ltd. | SEOUL | RESTAURANT",150000.00 KOREAN (SOUTH) WON,'320243640864849586',"KOREA, REPUBLIC OF"
