date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-05-18,Chase Ink,UBR* PENDING.UBER.COM,-22.69,Travel,,,,,
2024-05-18,Chase Ink,UBR* PENDING.UBER.COM,-16.94,Travel,,,,,
2024-05-18,Chase Ink,UBER   *TRIP,-16.92,Travel,,,,,
2024-05-18,Chase Ink,SEMEC FB,-15.67,Professional Services,,,,,
2024-05-18,Chase Ink,DELIVEROO,-28.5,Food & Drink,,,,,
2024-05-18,Chase Ink,DELIVEROO,-48.52,Food & Drink,,,,,
2024-05-18,Chase Ink,APPLE.COM/BILL,-21.69,Merchandise & Inventory,,,,,
2024-05-18,Chase Ink,LE 142,-55.49,Entertainment,,,,,
2024-05-18,Chase Ink,LA PETITE PLAGE,-91.4,Entertainment,,,,,
2024-05-18,Chase Ink,Smile&amp;P*AFFIF,-102.28,Entertainment,,,,,
