date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-05-26,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,-8.14,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,BPJX86RD 8005928996 | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | CA | 8005928996,7.50 EURO,'320241470141906381',NETHERLANDS
2024-05-26,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,-74.71,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,3N57ZXVP 8005928996 | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | CA | 8005928996,68.82 EURO,'320241470141907705',NETHERLANDS
2024-05-26,Chase Ink,FINNAIR,-27.1,Travel,,,,,
2024-05-26,Chase Ink,FINNAIR     1054053684447,-130.32,Travel,,,,,
2024-05-26,Chase Ink,FINNAIR,-12.98,Travel,,,,,
2024-05-26,Chase Ink,FINNAIR,-27.1,Travel,,,,,
2024-05-26,Chase Ink,BER WALL STORE,-65.16,Merchandise & Inventory,,,,,
2024-05-26,Chase Ink,Marche Berlin Ber,-14.55,Food & Drink,,,,,
2024-05-26,Chase Ink,Theo Automaten GmbH,-4.13,Food & Drink,,,,,
2024-05-26,Chase Ink,JURINE HOTEL,-24.98,Travel,,,,,
2024-05-26,Chase Ink,BER WALL STORE,-152.04,Merchandise & Inventory,,,,,
