date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-10-26,Amex Blue Sky,"BOUDIN BAKERY, BAKERSAN FRANCISCO       CA",-17.66,Restaurant-Restaurant,"BOUDIN BAKERY, BAKERSAN FRANCISCO       CA","98900141 RESTAURANT | BOUDIN BAKERY, BAKERS 0000 | SAN FRANCISCO | CA",,'320243010154339276',
2024-10-26,Amex Blue Sky,NEIMAN MARCUS REST 0San Francisco,-27.35,Restaurant-Restaurant,NEIMAN MARCUS REST 0San Francisco,RESTAURANT | NEIMAN MARCUS REST 012 | San Francisco | RESTAURANT,,'320243010164513450',
2024-10-26,Amex Blue Sky,PACIFIC COCKTAIL HAV415-3784692         CA,-48.62,Restaurant-Bar & Café,PACIFIC COCKTAIL HAV415-3784692         CA,73011924301 ANDY@SCHROEDERSF.COM | PACIFIC COCKTAIL HAVEN 221000000034140 | 415-3784692 | CA | ANDY@SCHROEDERSF.COM,,'320243020191681663',
2024-10-26,Amex Blue Sky,THE BUENA VISTA CAFE877-8144102         CA,-66.94,Restaurant-Restaurant,THE BUENA VISTA CAFE877-8144102         CA,73011544301 RBDAVIS1@COMCAST.NET | THE BUENA VISTA CAFE 545500001709880 | 877-8144102 | CA | RBDAVIS1@COMCAST.NET,,'320243020189044279',
2024-10-26,Amex Blue Sky,THE INN AT UNION SQUSAN FRANCISCO       CA,-20,Travel-Lodging,THE INN AT UNION SQUSAN FRANCISCO       CA,00000652 415-397-3510 | LODGING | THE INN AT UNION SQUARE | SAN FRANCISCO | CA,,'320243010150711917',
2024-10-26,Amex Blue Sky,ULA                 SAN FRANCISCO       CA,-97.76,Restaurant-Restaurant,ULA                 SAN FRANCISCO       CA,85133314301 415-885-8850 | ULA | SAN FRANCISCO | CA | 415-885-8850,,'320243020193393682',
2024-10-26,Amex Blue Sky,WALGREENS           SAN FRANCISCO       CA,-30,Merchandise & Supplies-Pharmacies,WALGREENS           SAN FRANCISCO       CA,99999994301NONE 94102 | PHARMACIES | WALGREENS | SAN FRANCISCO | CA | PHARMACIES | NONE 94102,,'320243010158208799',
2024-10-26,Amex Platinum,UBER,-41.68,Transportation-Taxis & Coach,AplPay Uber Trip    help.uber.com       CA,3RV44VXD 8005928996 | AplPay Uber Trip | help.uber.com | CA | 8005928996,,'320243000127080556',
2024-10-26,Privacy,AIHAGGLER.COM,-4.5,Privacy Card,Card ending in 7760,,,b66c585c-a933-45d9-ab83-bb38ba82d7ca,
2024-10-26,Privacy,AIRALO,-16.5,Privacy Card,Card ending in 6090,,,21f01094-057b-4785-9131-b425f93e2d39,
