date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-11-06,Amex Blue Sky,AplPay CHICAGO CAMBRCHICAGO             IL,-88.06,Travel-Lodging,AplPay CHICAGO CAMBRCHICAGO             IL,0772027162 (814)234-4460 | LODGING | AplPay CHICAGO CAMBRIA HOTEL 621730 | CHICAGO | IL,,'320243120434618465',
2024-11-06,Amex Blue Sky,AplPay METRA MOBILE CHICAGO             IL,-6.75,Transportation-Rail Services,AplPay METRA MOBILE CHICAGO             IL,00344376176 8776698368 | AplPay METRA MOBILE 000000001 | CHICAGO | IL | Description : REFER TO RECEIPT Price : 0.00 | 8776698368,,'320243120445352418',
2024-11-06,Amex Blue Sky,UBER,-6.95,Transportation-Taxis & Coach,AplPay Uber Trip    help.uber.com       CA,CAMQBNAR 8005928996 | AplPay Uber Trip | help.uber.com | CA | 8005928996,,'320243120441353412',
2024-11-06,Amex Blue Sky,UBER,-8.95,Transportation-Taxis & Coach,AplPay Uber Trip    help.uber.com       CA,H21FSSXH 8005928996 | AplPay Uber Trip | help.uber.com | CA | 8005928996,,'320243110413939709',
2024-11-06,Amex Blue Sky,UBER,-9.91,Transportation-Taxis & Coach,AplPay Uber Trip    help.uber.com       CA,53XF03FD 8005928996 | AplPay Uber Trip | help.uber.com | CA | 8005928996,,'320243110413986440',
2024-11-06,Amex Blue Sky,UBER,-14.95,Transportation-Taxis & Coach,AplPay Uber Trip    help.uber.com       CA,M2CN70QX 8005928996 | AplPay Uber Trip | help.uber.com | CA | 8005928996,,'320243110414004585',
2024-11-06,Amex Blue Sky,UBER,-43.41,Transportation-Taxis & Coach,AplPay Uber Trip    help.uber.com       CA,B2JGDGFP 8005928996 | AplPay Uber Trip | help.uber.com | CA | 8005928996,,'320243110414838156',
2024-11-06,Amex Blue Sky,HOPSMITH TAVERN CHICCHICAGO             IL,-72.06,Restaurant-Restaurant,HOPSMITH TAVERN CHICCHICAGO             IL,44400059 312-600-9816 | HOPSMITH TAVERN CHICAGO 0000 | CHICAGO | IL | Description : FOOD/BEVERAGE Price : 0.00 | 312-600-9816,,'320243110413457287',
2024-11-06,Amex Blue Sky,Interest Charge on Purchases,-341.96,Fees & Adjustments-Fees & Adjustments,Interest Charge on Purchases,Interest Charge on Purchases,,'141107040000107856',
2024-11-06,Amex Blue Sky,TST* LONE WOLF TAVERCHICAGO             IL,-96.18,Restaurant-Restaurant,TST* LONE WOLF TAVERCHICAGO             IL,XHNYed7SD00 3126009391 | TST* LONE WOLF TAVERN 300561124 | CHICAGO | IL | Description : BARS Price : 0.9618 | 3126009391,,'320243110418007742',
2024-11-06,Amex Blue Sky,WALGREENS           CHICAGO             IL,-27.25,Merchandise & Supplies-Pharmacies,WALGREENS           CHICAGO             IL,99999994312NONE 60654 | PHARMACIES | WALGREENS | CHICAGO | IL | PHARMACIES | NONE 60654,,'320243120444496934',
2024-11-06,Amex Platinum,Interest Charge on Pay Over Time Purchases,-134.64,Fees & Adjustments-Fees & Adjustments,Interest Charge on Pay Over Time Purchases,Interest Charge on Pay Over Time Purchases,,'141107040000215524',
2024-11-06,Checking,Zelle payment to Claudia Cuitino 22634645899,-426,QUICKPAY_DEBIT,,,,,
2024-11-06,Checking,PwP  RELOADLY IN Privacycom TN: 6540711     WEB ID:  626060084,-1000,MISC_DEBIT,,,,,
2024-11-06,Checking,Zelle payment from PATRICK SMART PNCAA0OGx11b,20,PARTNERFI_TO_CHASE,,,,,
2024-11-06,Privacy,RELOADLY INC.,-1000,Privacy Card,Card ending in 4051,,,6959a9b1-0fed-4d6f-8115-4467d3f89a63,
