date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-02-14,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.14,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $5.42 | FOREIGN TRANSACTION FEE,,'820240450582145919',
2024-02-14,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.17,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $6.40 | FOREIGN TRANSACTION FEE,,'820240450593529424',
2024-02-14,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.18,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $6.70 | FOREIGN TRANSACTION FEE,,'820240450593775329',
2024-02-14,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-5.42,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,EFF0RWKD 7JD2557M | UBER TRIP | HTTPS://HELP.UBER.COM | 7JD2557M,7200.00 KOREAN (SOUTH) WON,'320240450582145919',NETHERLANDS
2024-02-14,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-6.4,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,CFG3PJBZ AUMGW4FG | UBER TRIP | HTTPS://HELP.UBER.COM | AUMGW4FG,8500.00 KOREAN (SOUTH) WON,'320240450593529424',NETHERLANDS
2024-02-14,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-6.7,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,8K1PWRS1 4VGIHW6B | UBER TRIP | HTTPS://HELP.UBER.COM | 4VGIHW6B,8900.00 KOREAN (SOUTH) WON,'320240450593775329',NETHERLANDS
2024-02-14,Amex Platinum,(JOO)TIMEONI        SEOUL,-10.93,Transportation-Taxis & Coach,(JOO)TIMEONI        SEOUL,TAXICAB & LIMOUSINE | (JOO)TIMEONI | SEOUL | TAXICAB & LIMOUSINE,14600.00 KOREAN (SOUTH) WON,'320240470645807014',"KOREA, REPUBLIC OF"
2024-02-14,Amex Platinum,Chosun Hotel & ResorSEOUL,-271.01,Travel-Lodging,Chosun Hotel & ResorSEOUL,LODGING | Chosun Hotel & Resort Chosun Palace Ga | SEOUL | LODGING,362000.00 KOREAN (SOUTH) WON,'320240470645800276',"KOREA, REPUBLIC OF"
2024-02-14,Amex Platinum,Four seasons hotel SSEOUL,-68.24,Travel-Lodging,Four seasons hotel SSEOUL,LODGING | Four seasons hotel Seoul | SEOUL | LODGING,91000.00 KOREAN (SOUTH) WON,'320240470624339911',"KOREA, REPUBLIC OF"
2024-02-14,Amex Platinum,Hobin               SEOUL,-22.46,Restaurant-Restaurant,Hobin               SEOUL,RESTAURANT | Hobin | SEOUL | RESTAURANT,30000.00 KOREAN (SOUTH) WON,'320240470645477886',"KOREA, REPUBLIC OF"
2024-02-14,Amex Platinum,KOREA7              SEOUL,-1.5,Merchandise & Supplies-General Retail,KOREA7              SEOUL,MISC/SPECIALTY RETAIL | KOREA7 | SEOUL | MISC/SPECIALTY RETAIL,2000.00 KOREAN (SOUTH) WON,'320240470645804376',"KOREA, REPUBLIC OF"
2024-02-14,Amex Platinum,SCK COMPANY         SEOUL,-3.37,Restaurant-Restaurant,SCK COMPANY         SEOUL,RESTAURANT | SCK COMPANY | SEOUL | RESTAURANT,4500.00 KOREAN (SOUTH) WON,'320240470645802528',"KOREA, REPUBLIC OF"
