date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-08-04,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,-3.13,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,CG0MFDX8 HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | TW | HELP.UBER.COM,102.00 NEW TAIWAN DOLLAR,'320242170958483477',NETHERLANDS
2024-08-04,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,-3.9,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,506KCP5Z HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | TW | HELP.UBER.COM,127.00 NEW TAIWAN DOLLAR,'320242170954177469',NETHERLANDS
2024-08-04,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,-4.05,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,BGSW689A HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | TW | HELP.UBER.COM,132.00 NEW TAIWAN DOLLAR,'320242170957624326',NETHERLANDS
2024-08-04,Chase Ink,TAIWAN FAMILYMART CO. LTD,-5.42,Office & Shipping,,,,,
2024-08-04,Chase Ink,KOR International Ltd,-36.77,Food & Drink,,,,,
2024-08-04,Chase Ink,FENG DU ZHUAN YE YOU X,-16.18,Food & Drink,,,,,
2024-08-04,Chase Ink,HAN CHAO JIE,-87.65,Food & Drink,,,,,
2024-08-04,Chase Ink,TAIWAN TAXI,-6.13,Travel,,,,,
2024-08-04,Chase Ink,SHIH PING FANG,-9.16,Office & Shipping,,,,,
2024-08-04,Chase Ink,LinkedIn SN P84354726,-87.87,Bills & Utilities,,,,,
2024-08-04,Privacy,ZOOM.US 888-799-9666,-17.43,Privacy Card,Card ending in 2322,,,0d34d0f0-f915-48ab-ba09-c2fa5ce6ea46,
