date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-01-01,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,-5.68,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,00A4BRQY HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | AI | HELP.UBER.COM,800.00 JAPANESE YEN,'320240010553984200',NETHERLANDS
2024-01-01,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,-7.67,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,G5S4391X HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | AI | HELP.UBER.COM,1080.00 JAPANESE YEN,'320240010556083948',NETHERLANDS
2024-01-01,Amex Platinum,Bar da Salice       shen hu shi zhong yaHY,-17.04,Restaurant-Restaurant,Bar da Salice       shen hu shi zhong yaHY,OC6NEI 120659254 | Bar da Salice | shen hu shi zhong yan | HY | 120659254,2400.00 JAPANESE YEN,'320240010560750575',JAPAN
2024-01-01,Amex Platinum,Ezo Tourism Servicesmeng tian jun       HO,-2183.42,Travel-Lodging,Ezo Tourism Servicesmeng tian jun       HO,OC55BZ 120659254 | Ezo Tourism Services | meng tian jun | HO | 120659254,307600.00 JAPANESE YEN,'320240010563247059',JAPAN
2024-01-01,Chase Ink,FAMILYMART,-0.77,Food & Drink,,,,,
2024-01-01,Chase Ink,WABISABI,-47.59,Food & Drink,,,,,
2024-01-01,Chase Ink,STARBUCKS COFFEE JAPAN,-6.63,Food & Drink,,,,,
2024-01-01,Chase Ink,SENKOUKOUSAN,-8.52,Travel,,,,,
2024-01-01,Chase Ink,BAR ANDANTE,-127.85,Food & Drink,,,,,
2024-01-01,Chase Ink,SAINT GERMAIN,-17.19,Food & Drink,,,,,
2024-01-01,Chase Ink,YAKINIKU KITAMATSU,-50.43,Miscellaneous,,,,,
2024-01-01,Chase Ink,DIGITALOCEAN.COM,-6.64,Office & Shipping,,,,,
2024-01-01,Privacy,UBER   *EATS,-41.55,Privacy Card,Card ending in 9260,,,0c42ce23-7b34-41da-9037-5f5ea916ed13,
