date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-01-13,Amex Blue Sky,AplPay APAHOTEL ROPPTOKYO               JP,-96.99,Travel-Lodging,AplPay APAHOTEL ROPPTOKYO               JP,417MXO71111 42913306500018 | AplPay APAHOTEL ROPPONGISIX | TOKYO | JP | 42913306500018,14000.00 JAPANESE YEN,'320240150879330932',JAPAN
2024-01-13,Amex Blue Sky,AplPay SMART MARCHE TOKYO               JP,-2.03,Merchandise & Supplies-Groceries,AplPay SMART MARCHE TOKYO               JP,421M 04762409800075 | AplPay SMART MARCHE | TOKYO | JP | 04762409800075,293.00 JAPANESE YEN,'320240150879359734',JAPAN
2024-01-13,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.05,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,AplPay SMART MARCHE | $2.03 | FOREIGN TRANSACTION FEE,,'820240150879359734',
2024-01-13,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.28,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,STARBUCKS RESERVE ROASTE -MEGURO-KU | $10.61 | FOREIGN TRANSACTION FEE,,'820240140868425182',
2024-01-13,Amex Blue Sky,FOREIGN TRANSACTION FEE,-2.61,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,AplPay APAHOTEL ROPPONGISIX | $96.99 | FOREIGN TRANSACTION FEE,,'820240150879330932',
2024-01-13,Amex Blue Sky,STARBUCKS RESERVE RO*                   JP,-10.61,Restaurant-Bar & Café,STARBUCKS RESERVE RO*                   JP,BAR/NIGHTCLUB | STARBUCKS RESERVE ROASTE -MEGURO-KU | * | JP | BAR/NIGHTCLUB,1531.00 JAPANESE YEN,'320240140868425182',JAPAN
2024-01-13,Amex Platinum,APAHOTEL ROPPONGISIXTOKYO               JP,-97.69,Travel-Lodging,APAHOTEL ROPPONGISIXTOKYO               JP,417MXO71111 42913306500018 | APAHOTEL ROPPONGISIX | TOKYO | JP | 42913306500018,14100.00 JAPANESE YEN,'320240150879315502',JAPAN
2024-01-13,Amex Platinum,ASKA TRAFFIC THIRD  TOKYO               JP,-18.71,Transportation-Taxis & Coach,ASKA TRAFFIC THIRD  TOKYO               JP,461MZZZZZZZ 58206076300018 | ASKA TRAFFIC THIRD | TOKYO | JP | 58206076300018,2700.00 JAPANESE YEN,'320240150879356678',JAPAN
2024-01-13,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,-19.4,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,5D5JBG5K HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | AI | HELP.UBER.COM,2800.00 JAPANESE YEN,'320240130840098169',NETHERLANDS
2024-01-13,Amex Platinum,FAMILY MART         *                   JP,-4.88,Merchandise & Supplies-Groceries,FAMILY MART         *                   JP,MISC FOOD STORE | FAMILY MART JAPAN | * | JP | MISC FOOD STORE,704.00 JAPANESE YEN,'320240140868399137',JAPAN
2024-01-13,Amex Platinum,MADURO -MINATO-KU TO*                   JP,-149.74,Travel-Lodging,MADURO -MINATO-KU TO*                   JP,009 LODGING | MADURO -MINATO-KU TOKYO JAPAN | * | JP | LODGING,21613.00 JAPANESE YEN,'320240140872543458',JAPAN
2024-01-13,Amex Platinum,SHINWA JIDOUSHA     TOKYO               JP,-5.54,Transportation-Taxis & Coach,SHINWA JIDOUSHA     TOKYO               JP,580M0000023 31847281700158 | SHINWA JIDOUSHA | TOKYO | JP | 31847281700158,800.00 JAPANESE YEN,'320240150879350263',JAPAN
2024-01-13,Amex Platinum,STARBUCKS RESERVE RO*                   JP,-3.64,Restaurant-Bar & Café,STARBUCKS RESERVE RO*                   JP,BAR/NIGHTCLUB | STARBUCKS RESERVE ROASTE -MEGURO-KU | * | JP | BAR/NIGHTCLUB,525.00 JAPANESE YEN,'320240140868356724',JAPAN
2024-01-13,Amex Platinum,TOKYOMUSEN          TOKYO               JP,-15.93,Transportation-Taxis & Coach,TOKYOMUSEN          TOKYO               JP,417MXR99661 32098754400182 | TOKYOMUSEN | TOKYO | JP | 32098754400182,2300.00 JAPANESE YEN,'320240150879317940',JAPAN
2024-01-13,Amex Platinum,TSURUTONTAN ROPPONGITOKYO               JP,-156.92,Restaurant-Restaurant,TSURUTONTAN ROPPONGITOKYO               JP,410G4981551 72637643500018 | TSURUTONTAN ROPPONGI | TOKYO | JP | 72637643500018,22650.00 JAPANESE YEN,'320240130833151995',JAPAN
2024-01-13,Amex Platinum,VSQUERE             TOKYO               JP,-24.94,Restaurant-Bar & Café,VSQUERE             TOKYO               JP,410G4974351 47117301300018 | VSQUERE | TOKYO | JP | 47117301300018,3600.00 JAPANESE YEN,'320240130833138747',JAPAN
2024-01-13,Amex Platinum,VSQUERE             TOKYO               JP,-730.22,Restaurant-Bar & Café,VSQUERE             TOKYO               JP,410G4974351 47117301300018 | VSQUERE | TOKYO | JP | 47117301300018,105400.00 JAPANESE YEN,'320240130833121577',JAPAN
2024-01-13,Chase Ink,VILLA-FONTAINE ROPPONGI,-138.56,Travel,,,,,
