date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-01-28,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.11,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $4.41 | FOREIGN TRANSACTION FEE,,'820240280175699239',
2024-01-28,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.11,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $4.26 | FOREIGN TRANSACTION FEE,,'820240280187795183',
2024-01-28,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.13,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $5.00 | FOREIGN TRANSACTION FEE,,'820240290214022946',
2024-01-28,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.28,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $10.68 | FOREIGN TRANSACTION FEE,,'820240280188060128',
2024-01-28,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.42,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $15.68 | FOREIGN TRANSACTION FEE,,'820240280188256015',
2024-01-28,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-4.26,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,D46N2A96 BIGABMDW | UBER TRIP | HTTPS://HELP.UBER.COM | BIGABMDW,5700.00 KOREAN (SOUTH) WON,'320240280187795183',NETHERLANDS
2024-01-28,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-4.41,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,1ZDYSW14 2Q5IBR5X | UBER TRIP | HTTPS://HELP.UBER.COM | 2Q5IBR5X,5900.00 KOREAN (SOUTH) WON,'320240280175699239',NETHERLANDS
2024-01-28,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-5,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,444HNFJ9 EWCX22S5 | UBER TRIP | HTTPS://HELP.UBER.COM | EWCX22S5,6700.00 KOREAN (SOUTH) WON,'320240290214022946',NETHERLANDS
2024-01-28,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-10.68,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,MDABFXEN GMF3EPTI | UBER TRIP | HTTPS://HELP.UBER.COM | GMF3EPTI,14300.00 KOREAN (SOUTH) WON,'320240280188060128',NETHERLANDS
2024-01-28,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-15.68,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,BW2TK1JJ 6BJ6ZGD7 | UBER TRIP | HTTPS://HELP.UBER.COM | 6BJ6ZGD7,21000.00 KOREAN (SOUTH) WON,'320240280188256015',NETHERLANDS
2024-01-28,Amex Platinum,(JOO)SINSEGYEOIPEULASEOUL,-67.2,Merchandise & Supplies-Clothing Stores,(JOO)SINSEGYEOIPEULASEOUL,FAMILY CLOTHING | (JOO)SINSEGYEOIPEULAPEOTI KOEKSEUMOL | SEOUL | FAMILY CLOTHING,90000.00 KOREAN (SOUTH) WON,'320240290200258029',"KOREA, REPUBLIC OF"
2024-01-28,Amex Platinum,JOOSIKHOISA PIIEL   SEOUL,-27.63,Restaurant-Restaurant,JOOSIKHOISA PIIEL   SEOUL,RESTAURANT | JOOSIKHOISA PIIEL | SEOUL | RESTAURANT,37000.00 KOREAN (SOUTH) WON,'320240290200242812',"KOREA, REPUBLIC OF"
2024-01-28,Amex Platinum,KOLLI(COLEY)        SEOUL,-54.51,Restaurant-Restaurant,KOLLI(COLEY)        SEOUL,RESTAURANT | KOLLI(COLEY) | SEOUL | RESTAURANT,73000.00 KOREAN (SOUTH) WON,'320240290200239732',"KOREA, REPUBLIC OF"
2024-01-28,Amex Platinum,PIJALEBOLLOOSYEON(ITSEOUL,-5.15,Restaurant-Restaurant,PIJALEBOLLOOSYEON(ITSEOUL,RESTAURANT | PIJALEBOLLOOSYEON(ITAEUEONJEOM) | SEOUL | RESTAURANT,6900.00 KOREAN (SOUTH) WON,'320240290200602933',"KOREA, REPUBLIC OF"
2024-01-28,Amex Platinum,TOOTEULABIDIEM(JOO) SEOUL,-26.66,Restaurant-Restaurant,TOOTEULABIDIEM(JOO) SEOUL,RESTAURANT | TOOTEULABIDIEM(JOO) | SEOUL | RESTAURANT,35700.00 KOREAN (SOUTH) WON,'320240290200241213',"KOREA, REPUBLIC OF"
2024-01-28,Amex Platinum,kockiri             SEOUL,-44.8,Restaurant-Restaurant,kockiri             SEOUL,RESTAURANT | kockiri | SEOUL | RESTAURANT,60000.00 KOREAN (SOUTH) WON,'320240290200602135',"KOREA, REPUBLIC OF"
