date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-09-21,Amex Blue Sky,BIGHOUSE PTE LTD-B49SINGAPORE           SG,-4.65,Restaurant-Restaurant,BIGHOUSE PTE LTD-B49SINGAPORE           SG,2790520286 97953863 | BIGHOUSE PTE LTD-B4958 789792 | SINGAPORE | SG | 97953863,6.00 SINGAPORE DOLLAR,'320242650200829483',SINGAPORE
2024-09-21,Amex Blue Sky,BIGHOUSE PTE LTD-B49SINGAPORE           SG,-51.62,Restaurant-Restaurant,BIGHOUSE PTE LTD-B49SINGAPORE           SG,2790504427 97953863 | BIGHOUSE PTE LTD-B4958 789792 | SINGAPORE | SG | 97953863,66.54 SINGAPORE DOLLAR,'320242650200817123',SINGAPORE
2024-09-21,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.12,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,BIGHOUSE PTE LTD-B4958 789792 | $4.65 | FOREIGN TRANSACTION FEE,,'820242650200829483',
2024-09-21,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.25,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,PAN PACIFIC SINGAPORE-FRONT OFFICE | $9.31 | FOREIGN TRANSACTION FEE,,'820242650199486257',
2024-09-21,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.42,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GRAB*A-6U4IJMXGWGR2 | $15.58 | FOREIGN TRANSACTION FEE,,'820242650206797627',
2024-09-21,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1.39,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,BIGHOUSE PTE LTD-B4958 789792 | $51.62 | FOREIGN TRANSACTION FEE,,'820242650200817123',
2024-09-21,Amex Blue Sky,GRAB*A-6U4IJMXGWGR2 SINGAPORE           SG,-0.01,Transportation-Taxis & Coach,GRAB*A-6U4IJMXGWGR2 SINGAPORE           SG,70883722d29 TAXICAB & LIMOUSINE | GRAB*A-6U4IJMXGWGR2 | SINGAPORE | SG | TAXICAB & LIMOUSINE,0.01 SINGAPORE DOLLAR,'320242650206815371',SINGAPORE
2024-09-21,Amex Blue Sky,GRAB*A-6U4IJMXGWGR2 SINGAPORE           SG,-15.58,Transportation-Taxis & Coach,GRAB*A-6U4IJMXGWGR2 SINGAPORE           SG,5322d5fb899 TAXICAB & LIMOUSINE | GRAB*A-6U4IJMXGWGR2 | SINGAPORE | SG | TAXICAB & LIMOUSINE,20.08 SINGAPORE DOLLAR,'320242650206797627',SINGAPORE
2024-09-21,Amex Blue Sky,PAN PACIFIC SINGAPORSINGAPORE           SG,-9.31,Restaurant-Restaurant,PAN PACIFIC SINGAPORSINGAPORE           SG,000912 RESTAURANT | PAN PACIFIC SINGAPORE-FRONT OFFICE | SINGAPORE | SG | RESTAURANT,12.00 SINGAPORE DOLLAR,'320242650199486257',SINGAPORE
2024-09-21,Chase Ink,JIGGER &amp; PONY,-234.35,Food & Drink,,,,,
2024-09-21,Chase Ink,VILLAGE HOTEL BUGIS,-111.6,Travel,,,,,
2024-09-21,Chase Ink,BARBARY COAST,-57.02,Food & Drink,,,,,
