date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-01-09,Amex Blue Sky,AplPay SUICA KEITAIKTOKYO               JP,-34.64,Communications-Cable & Internet Comm,AplPay SUICA KEITAIKTOKYO               JP,580M 57232559600018 | AplPay SUICA KEITAIKESSAI | TOKYO | JP | 57232559600018,5000.00 JAPANESE YEN,'320240130833174797',JAPAN
2024-01-09,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.93,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,AplPay SUICA KEITAIKESSAI | $34.64 | FOREIGN TRANSACTION FEE,,'820240130833174797',
2024-01-09,Amex Platinum,AplPay AIRALO       SINGAPORE           SG,-5.95,Business Services-Internet Services,AplPay AIRALO       SINGAPORE           SG,NT_PLKUI5RV +6583029360 | AplPay AIRALO | SINGAPORE | SG | +6583029360,,'320240090745591878',SINGAPORE
2024-01-09,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,-9.66,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,397FB7VQ HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | AI | HELP.UBER.COM,1390.00 JAPANESE YEN,'320240090752186977',NETHERLANDS
2024-01-09,Amex Platinum,BAR YAMAZAKI AIR    HOKKAIDO            JP,-65.28,Restaurant-Restaurant,BAR YAMAZAKI AIR    HOKKAIDO            JP,412G1C02100 57055244225585 | BAR YAMAZAKI AIR | HOKKAIDO | JP | 57055244225585,9390.00 JAPANESE YEN,'320240090757697410',JAPAN
2024-01-09,Amex Platinum,FAMILY MART         *                   JP,-5.27,Merchandise & Supplies-Groceries,FAMILY MART         *                   JP,MISC FOOD STORE | FAMILY MART JAPAN | * | JP | MISC FOOD STORE,757.00 JAPANESE YEN,'320240100777587403',JAPAN
2024-01-09,Amex Platinum,JAL TICKETLESS SERVIMARUNOUCHI          JP,-609.16,Travel-Airline,JAL TICKETLESS SERVIMARUNOUCHI          JP,AIRLINE/AIR CARRIER | JAL TICKETLESS SERVICE JAPAN | MARUNOUCHI | JP | AIRLINE/AIR CARRIER,87500.00 JAPANESE YEN,'320240100777568220',JAPAN
2024-01-09,Amex Platinum,LAWSON              *                   JP,-1.13,Merchandise & Supplies-Groceries,LAWSON              *                   JP,MISC FOOD STORE | LAWSON JAPAN | * | JP | MISC FOOD STORE,162.00 JAPANESE YEN,'320240100777661664',JAPAN
2024-01-09,Amex Platinum,LAWSON              *                   JP,-1.35,Merchandise & Supplies-Groceries,LAWSON              *                   JP,MISC FOOD STORE | LAWSON JAPAN | * | JP | MISC FOOD STORE,194.00 JAPANESE YEN,'320240100777529267',JAPAN
2024-01-09,Amex Platinum,LAWSON              *                   JP,-3.31,Merchandise & Supplies-Groceries,LAWSON              *                   JP,MISC FOOD STORE | LAWSON JAPAN | * | JP | MISC FOOD STORE,476.00 JAPANESE YEN,'320240100777701364',JAPAN
2024-01-09,Amex Platinum,NEW CHITOSE APT T.BLJAPAN               JP,-3.04,Merchandise & Supplies-General Retail,NEW CHITOSE APT T.BLJAPAN               JP,426M3006621 30186257100000 | NEW CHITOSE APT T.BLDG | JAPAN | JP | 30186257100000,440.00 JAPANESE YEN,'320240110804265038',JAPAN
2024-01-09,Amex Platinum,NEW CHITOSE APT T.BLJAPAN               JP,-3.06,Merchandise & Supplies-General Retail,NEW CHITOSE APT T.BLJAPAN               JP,426M3006621 30186257100000 | NEW CHITOSE APT T.BLDG | JAPAN | JP | 30186257100000,443.00 JAPANESE YEN,'320240110804282865',JAPAN
2024-01-09,Amex Platinum,NEW CHITOSE APT T.BLJAPAN               JP,-6.11,Merchandise & Supplies-General Retail,NEW CHITOSE APT T.BLJAPAN               JP,426M3006621 30186257100000 | NEW CHITOSE APT T.BLDG | JAPAN | JP | 30186257100000,885.00 JAPANESE YEN,'320240110804267740',JAPAN
2024-01-09,Amex Platinum,NIPPOKU TRAFFIC     HOKKAIDO            JP,-8.5,Transportation-Taxis & Coach,NIPPOKU TRAFFIC     HOKKAIDO            JP,417MXR99664 55884909300018 | NIPPOKU TRAFFIC | HOKKAIDO | JP | 55884909300018,1230.00 JAPANESE YEN,'320240110804351470',JAPAN
2024-01-09,Amex Platinum,SAPPORO STERA PLACE JAPAN               JP,-3.12,Merchandise & Supplies-General Retail,SAPPORO STERA PLACE JAPAN               JP,426M6582700 72071869400000 | SAPPORO STERA PLACE | JAPAN | JP | 72071869400000,452.00 JAPANESE YEN,'320240110804308882',JAPAN
2024-01-09,Amex Platinum,SAPPORO STERA PLACE JAPAN               JP,-33.36,Merchandise & Supplies-General Retail,SAPPORO STERA PLACE JAPAN               JP,426M6582700 72071869400000 | SAPPORO STERA PLACE | JAPAN | JP | 72071869400000,4829.00 JAPANESE YEN,'320240110804281528',JAPAN
2024-01-09,Amex Platinum,THE NIKKA BAR       HOKKAIDO            JP,-162.2,Restaurant-Bar & Café,THE NIKKA BAR       HOKKAIDO            JP,417MXO84029 72648234700018 | THE NIKKA BAR | HOKKAIDO | JP | 72648234700018,23480.00 JAPANESE YEN,'320240110804307053',JAPAN
