date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-04-17,Amex Blue Sky,(JOO)TIMEONI        SEOUL,-5.93,Transportation-Taxis & Coach,(JOO)TIMEONI        SEOUL,TAXICAB & LIMOUSINE | (JOO)TIMEONI | SEOUL | TAXICAB & LIMOUSINE,8200.00 KOREAN (SOUTH) WON,'320241090177773784',"KOREA, REPUBLIC OF"
2024-04-17,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.16,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,(JOO)TIMEONI | $5.93 | FOREIGN TRANSACTION FEE,,'820241090177773784',
2024-04-17,Amex Platinum,AGODA.COM COME STAY LONDON              GB,-202.27,Travel-Travel Agencies,AGODA.COM COME STAY LONDON              GB,######2tLFl TRAVEL AGENCY | AGODA.COM COME STAY | LONDON | GB | TRAVEL AGENCY,,'320241090169560466',
2024-04-17,Chase Ink,ALP*liuli,-74.61,Miscellaneous,,,,,
2024-04-17,Chase Ink,ALP*chongqingkaideguyu,-13.55,Merchandise & Inventory,,,,,
2024-04-17,Chase Ink,ALIPAY,-3.59,Merchandise & Inventory,,,,,
2024-04-17,Chase Ink,ALIPAY,-3.9,Merchandise & Inventory,,,,,
2024-04-17,Chase Ink,ALIPAY,-10.64,Merchandise & Inventory,,,,,
2024-04-17,Chase Ink,ALIPAY,-7.82,Merchandise & Inventory,,,,,
2024-04-17,Chase Ink,ALIPAY,-3.59,Merchandise & Inventory,,,,,
