date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-05-25,Amex Platinum,AplPay AIRALO       SINGAPORE           SG,-6.5,Business Services-Internet Services,AplPay AIRALO       SINGAPORE           SG,NT_QAAYVZAF +6583029360 | AplPay AIRALO | SINGAPORE | SG | +6583029360,,'320241460125947599',SINGAPORE
2024-05-25,Amex Platinum,AplPay AIRALO       SINGAPORE           SG,-6.5,Business Services-Internet Services,AplPay AIRALO       SINGAPORE           SG,NT_QAB1S6L2 +6583029360 | AplPay AIRALO | SINGAPORE | SG | +6583029360,,'320241460125947902',SINGAPORE
2024-05-25,Amex Platinum,AplPay HOTELTONIGHT*SAN FRANCISCO       CA,-386,Travel-Travel Agencies,AplPay HOTELTONIGHT*SAN FRANCISCO       CA,01ZQ700Z 8333380302 | AplPay HOTELTONIGHT*BIRGIT BE | SAN FRANCISCO | CA | 8333380302,,'320241470152011429',
2024-05-25,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,-10.96,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,JXJ54JG5 8005928996 | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | CA | 8005928996,10.10 EURO,'320241460117366802',NETHERLANDS
2024-05-25,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,-11.62,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,KMHW2DPA 8005928996 | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | CA | 8005928996,10.70 EURO,'320241460114085720',NETHERLANDS
2024-05-25,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,-14.66,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,81HRV3YJ 8005928996 | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | CA | 8005928996,13.50 EURO,'320241460117373732',NETHERLANDS
2024-05-25,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,-18.35,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,EX3S3698 8005928996 | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | CA | 8005928996,16.90 EURO,'320241460113624172',NETHERLANDS
2024-05-25,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,-26.04,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,GBFVC97Z 8005928996 | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | CA | 8005928996,23.99 EURO,'320241470144299607',NETHERLANDS
2024-05-25,Chase Ink,Starbucks 87565 Berlin Al,-4.24,Food & Drink,,,,,
2024-05-25,Chase Ink,SUMUP  *RESTAURANT PANTRY,-103.21,Food & Drink,,,,,
2024-05-25,Chase Ink,Uniqlo 208,-71.24,Merchandise & Inventory,,,,,
