date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-08-15,Amex Blue Sky,CHEONGDAM TYUPA     SEOUL,-74.4,Restaurant-Restaurant,CHEONGDAM TYUPA     SEOUL,RESTAURANT | CHEONGDAM TYUPA | SEOUL | RESTAURANT,102000.00 KOREAN (SOUTH) WON,'320242290262103222',"KOREA, REPUBLIC OF"
2024-08-15,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.12,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,kakaomobility | $4.45 | FOREIGN TRANSACTION FEE,,'820242290277628100',
2024-08-15,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.78,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,PEULLAIDNAIN | $29.18 | FOREIGN TRANSACTION FEE,,'820242290261983740',
2024-08-15,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1.49,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,JOOSIKHOISA LEUCHAEMBEO | $55.43 | FOREIGN TRANSACTION FEE,,'820242290262071217',
2024-08-15,Amex Blue Sky,FOREIGN TRANSACTION FEE,-2,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,CHEONGDAM TYUPA | $74.40 | FOREIGN TRANSACTION FEE,,'820242290262103222',
2024-08-15,Amex Blue Sky,FOREIGN TRANSACTION FEE,-3.07,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,PEULLAIDNAIN | $113.79 | FOREIGN TRANSACTION FEE,,'820242290261983019',
2024-08-15,Amex Blue Sky,JOOSIKHOISA LEUCHAEMSEOUL,-55.43,Restaurant-Restaurant,JOOSIKHOISA LEUCHAEMSEOUL,RESTAURANT | JOOSIKHOISA LEUCHAEMBEO | SEOUL | RESTAURANT,76000.00 KOREAN (SOUTH) WON,'320242290262071217',"KOREA, REPUBLIC OF"
2024-08-15,Amex Blue Sky,PEULLAIDNAIN        SEOUL,-29.18,Restaurant-Restaurant,PEULLAIDNAIN        SEOUL,RESTAURANT | PEULLAIDNAIN | SEOUL | RESTAURANT,40000.00 KOREAN (SOUTH) WON,'320242290261983740',"KOREA, REPUBLIC OF"
2024-08-15,Amex Blue Sky,PEULLAIDNAIN        SEOUL,-113.79,Restaurant-Restaurant,PEULLAIDNAIN        SEOUL,RESTAURANT | PEULLAIDNAIN | SEOUL | RESTAURANT,156000.00 KOREAN (SOUTH) WON,'320242290261983019',"KOREA, REPUBLIC OF"
2024-08-15,Amex Blue Sky,kakaomobility       SEOUL,-4.45,Merchandise & Supplies-General Retail,kakaomobility       SEOUL,MISC/SPECIALTY RETAIL | kakaomobility | SEOUL | MISC/SPECIALTY RETAIL,6100.00 KOREAN (SOUTH) WON,'320242290277628100',"KOREA, REPUBLIC OF"
