date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-08-24,Amex Blue Sky,DEPTH JUSIKHOESA    SEOUL,-13.86,Restaurant-Restaurant,DEPTH JUSIKHOESA    SEOUL,RESTAURANT | DEPTH JUSIKHOESA | SEOUL | RESTAURANT,19000.00 KOREAN (SOUTH) WON,'320242380496593090',"KOREA, REPUBLIC OF"
2024-08-24,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.06,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,JIESEU25 NYUANNYEONGINSADONGJEOM | $2.37 | FOREIGN TRANSACTION FEE,,'820242380496563085',
2024-08-24,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.35,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,IGOOPEOB 4HOJEOM(29PUB) | $13.06 | FOREIGN TRANSACTION FEE,,'820242380496505601',
2024-08-24,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.37,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,DEPTH JUSIKHOESA | $13.86 | FOREIGN TRANSACTION FEE,,'820242380496593090',
2024-08-24,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.66,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,kakaomobility | $24.58 | FOREIGN TRANSACTION FEE,,'820242390535554788',
2024-08-24,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1.06,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,kakaomobility | $39.53 | FOREIGN TRANSACTION FEE,,'820242390538113420',
2024-08-24,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1.18,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,"Pong Korea Co., Ltd. | $43.76 | FOREIGN TRANSACTION FEE",,'820242380496515245',
2024-08-24,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1.25,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,IGOOPEOB5HOJEOM (29PUB) | $46.39 | FOREIGN TRANSACTION FEE,,'820242380496510465',
2024-08-24,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1.49,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,JOOSIKHOISA LEUCHAEMBEO | $55.43 | FOREIGN TRANSACTION FEE,,'820242380496516735',
2024-08-24,Amex Blue Sky,FOREIGN TRANSACTION FEE,-2.24,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,HAEBICHIHOTELAENDEULIJOTEUJOOSIKHOISA | $83.15 | FOREIGN TRANSACTION FEE,,'820242380495807619',
2024-08-24,Amex Blue Sky,HAEBICHIHOTELAENDEULSEOUL,-83.15,Restaurant-Restaurant,HAEBICHIHOTELAENDEULSEOUL,RESTAURANT | HAEBICHIHOTELAENDEULIJOTEUJOOSIKHOISA | SEOUL | RESTAURANT,114000.00 KOREAN (SOUTH) WON,'320242380495807619',"KOREA, REPUBLIC OF"
2024-08-24,Amex Blue Sky,IGOOPEOB 4HOJEOM(29PSEOUL,-13.06,Restaurant-Restaurant,IGOOPEOB 4HOJEOM(29PSEOUL,RESTAURANT | IGOOPEOB 4HOJEOM(29PUB) | SEOUL | RESTAURANT,17900.00 KOREAN (SOUTH) WON,'320242380496505601',"KOREA, REPUBLIC OF"
2024-08-24,Amex Blue Sky,IGOOPEOB5HOJEOM (29PSEOUL,-46.39,Restaurant-Restaurant,IGOOPEOB5HOJEOM (29PSEOUL,RESTAURANT | IGOOPEOB5HOJEOM (29PUB) | SEOUL | RESTAURANT,63600.00 KOREAN (SOUTH) WON,'320242380496510465',"KOREA, REPUBLIC OF"
2024-08-24,Amex Blue Sky,JIESEU25 NYUANNYEONGSEOUL,-2.37,Merchandise & Supplies-Groceries,JIESEU25 NYUANNYEONGSEOUL,MISC FOOD STORE | JIESEU25 NYUANNYEONGINSADONGJEOM | SEOUL | MISC FOOD STORE,3250.00 KOREAN (SOUTH) WON,'320242380496563085',"KOREA, REPUBLIC OF"
2024-08-24,Amex Blue Sky,JOOSIKHOISA LEUCHAEMSEOUL,-55.43,Restaurant-Restaurant,JOOSIKHOISA LEUCHAEMSEOUL,RESTAURANT | JOOSIKHOISA LEUCHAEMBEO | SEOUL | RESTAURANT,76000.00 KOREAN (SOUTH) WON,'320242380496516735',"KOREA, REPUBLIC OF"
2024-08-24,Amex Blue Sky,"Pong Korea Co., Ltd.SEOUL",-43.76,Restaurant-Restaurant,"Pong Korea Co., Ltd.SEOUL","RESTAURANT | Pong Korea Co., Ltd. | SEOUL | RESTAURANT",60000.00 KOREAN (SOUTH) WON,'320242380496515245',"KOREA, REPUBLIC OF"
2024-08-24,Amex Blue Sky,kakaomobility       SEOUL,-24.58,Merchandise & Supplies-General Retail,kakaomobility       SEOUL,MISC/SPECIALTY RETAIL | kakaomobility | SEOUL | MISC/SPECIALTY RETAIL,33700.00 KOREAN (SOUTH) WON,'320242390535554788',"KOREA, REPUBLIC OF"
2024-08-24,Amex Blue Sky,kakaomobility       SEOUL,-39.53,Merchandise & Supplies-General Retail,kakaomobility       SEOUL,MISC/SPECIALTY RETAIL | kakaomobility | SEOUL | MISC/SPECIALTY RETAIL,54200.00 KOREAN (SOUTH) WON,'320242390538113420',"KOREA, REPUBLIC OF"
