date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-05-24,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,-12.28,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,G2AJKEHJ 8005928996 | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | CA | 8005928996,11.30 EURO,'320241450083458333',NETHERLANDS
2024-05-24,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,-15.09,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,QV1602SG 8005928996 | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | CA | 8005928996,13.90 EURO,'320241460118934812',NETHERLANDS
2024-05-24,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,-16.73,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,5VH5VYZM 8005928996 | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | CA | 8005928996,15.40 EURO,'320241450089272970',NETHERLANDS
2024-05-24,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,-18.78,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,AZWJNKT6 8005928996 | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | CA | 8005928996,17.29 EURO,'320241450087217310',NETHERLANDS
2024-05-24,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,-25.92,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,N2925AA7 8005928996 | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | CA | 8005928996,23.88 EURO,'320241460119758422',NETHERLANDS
2024-05-24,Chase Ink,FINNAIR     1052482422070,-2652.41,Travel,,,,,
2024-05-24,Chase Ink,SUMUP  *KAUZ UND KIEBITZ,-28.25,Food & Drink,,,,,
2024-05-24,Chase Ink,De Noantri,-93.76,Food & Drink,,,,,
2024-05-24,Chase Ink,SEOULKITCHEN GBR,-22.16,Food & Drink,,,,,
2024-05-24,Chase Ink,Hotel Michelberger Berlin,-13.04,Travel,,,,,
2024-05-24,Chase Ink,HOTEL AMANO EAST SIDE,-160.79,Travel,,,,,
2024-05-24,Chase Ink,Hotel Michelberger Berlin,-13.04,Travel,,,,,
2024-05-24,Chase Ink,Velvet Bar Berlin,-61.22,Food & Drink,,,,,
