date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-08-05,Amex Platinum,AplPay Apple Asia LLTAIPEI CITY,-30.42,Merchandise & Supplies-Electronics Stores,AplPay Apple Asia LLTAIPEI CITY,"ELECTRONICS STORE | AplPay Apple Asia LLC, Taiwan Br | TAIPEI CITY | ELECTRONICS STORE",990.00 NEW TAIWAN DOLLAR,'320242200048235656',TAIWAN
2024-08-05,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,-2.45,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,5KE7B6J3 HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | TW | HELP.UBER.COM,80.00 NEW TAIWAN DOLLAR,'320242180979460280',NETHERLANDS
2024-08-05,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,-6.1,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,2CF7AG70 HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | TW | HELP.UBER.COM,199.00 NEW TAIWAN DOLLAR,'320242180982911863',NETHERLANDS
2024-08-05,Amex Platinum,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,-9.48,Transportation-Taxis & Coach,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,JDC8T6GF HELP.UBER.COM | AplPay UBER TRIP | HTTPS://HELP.UBER.COM | TW | HELP.UBER.COM,309.00 NEW TAIWAN DOLLAR,'320242180978872054',NETHERLANDS
2024-08-05,Chase Ink,7-11,-1.56,Food & Drink,,,,,
2024-08-05,Chase Ink,MITSUI,-197.88,Food & Drink,,,,,
2024-08-05,Chase Ink,MO TI KA,-43.82,Food & Drink,,,,,
2024-08-05,Checking,PwP  ZOOM.US 888 Privacycom TN: 4894074     WEB ID:  626060084,-17.43,MISC_DEBIT,,,,,
2024-08-05,Checking,STRIPE           TRANSFER   ST-C8U8P2F1Y8P2 CCD ID: 1800948598,45,MISC_CREDIT,,,,,
2024-08-05,Checking,STRIPE           TRANSFER   ST-J7L9W2R0I4Z4 CCD ID: 1800948598,90.75,MISC_CREDIT,,,,,
