date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-05-04,Amex Platinum,KRP*Eximbay         SEOUL,24.35,Communications-Cable & Internet Comm,KRP*Eximbay         SEOUL,KRP*Eximbay | SEOUL,,'320241350798680397',"KOREA, REPUBLIC OF"
2024-05-04,Amex Platinum,KRP*Eximbay         SEOUL,-24.35,Communications-Cable & Internet Comm,KRP*Eximbay         SEOUL,COMPUTER NETWORK/INFO | KRP*Eximbay | SEOUL | COMPUTER NETWORK/INFO,33000.00 KOREAN (SOUTH) WON,'320241280658012115',"KOREA, REPUBLIC OF"
2024-05-04,Chase Ink,T-MONEY PRIVATE TAXI (K)1,-8.98,Travel,,,,,
2024-05-04,Chase Ink,PIZZA REVOLUTION ( ITAEWO,-16.64,Food & Drink,,,,,
2024-05-04,Chase Ink,DIPPER            7547243,-5.84,Food & Drink,,,,,
2024-05-04,Chase Ink,DIPPER            7547243,-11.68,Food & Drink,,,,,
2024-05-04,Chase Ink,DIPPER            7547243,-7.3,Food & Drink,,,,,
2024-05-04,Chase Ink,DIPPER            7547243,-19.7,Food & Drink,,,,,
2024-05-04,Chase Ink,GMEG CO. LTD      2886582,-32.68,Miscellaneous,,,,,
2024-05-04,Chase Ink,DIPPER            7547243,-18.97,Food & Drink,,,,,
2024-05-04,Chase Ink,DIPPER            7547243,-11.68,Food & Drink,,,,,
2024-05-04,Chase Ink,DIPPER            7547243,-7.3,Food & Drink,,,,,
2024-05-04,Chase Ink,DIPPER            7547243,-124.05,Food & Drink,,,,,
2024-05-04,Chase Ink,CO. LTD HYUNJIN FNB,-14.56,Food & Drink,,,,,
2024-05-04,Chase Ink,DIPPER            7547243,-11.68,Food & Drink,,,,,
2024-05-04,Chase Ink,DIPPER            7547243,-21.16,Food & Drink,,,,,
2024-05-04,Chase Ink,STARFIELD COEX MALL,-49.02,Merchandise & Inventory,,,,,
