date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-11-18,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.01,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GRAB | $0.49 | FOREIGN TRANSACTION FEE,,'820243230728699328',
2024-11-18,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.02,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GRAB | $0.92 | FOREIGN TRANSACTION FEE,,'820243230741836053',
2024-11-18,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.52,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,GRAB | $19.33 | FOREIGN TRANSACTION FEE,,'820243230728670546',
2024-11-18,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.61,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,L'OLIVA | $22.84 | FOREIGN TRANSACTION FEE,,'820243240756357245',
2024-11-18,Amex Blue Sky,GRAB                BANGKOK             TH,-0.49,Transportation-Taxis & Coach,GRAB                BANGKOK             TH,cd0bc0617f3 TAXICAB & LIMOUSINE | GRAB | BANGKOK | TH | TAXICAB & LIMOUSINE,17.00 THAILAND BAHT,'320243230728699328',SINGAPORE
2024-11-18,Amex Blue Sky,GRAB                BANGKOK             TH,-0.92,Transportation-Taxis & Coach,GRAB                BANGKOK             TH,65290238f14 TAXICAB & LIMOUSINE | GRAB | BANGKOK | TH | TAXICAB & LIMOUSINE,32.00 THAILAND BAHT,'320243230741836053',SINGAPORE
2024-11-18,Amex Blue Sky,GRAB                BANGKOK             TH,-19.33,Transportation-Taxis & Coach,GRAB                BANGKOK             TH,26126d1e81c TAXICAB & LIMOUSINE | GRAB | BANGKOK | TH | TAXICAB & LIMOUSINE,672.00 THAILAND BAHT,'320243230728670546',SINGAPORE
2024-11-18,Amex Blue Sky,L'OLIVA             BANGKOK             TH,-22.84,Restaurant-Restaurant,L'OLIVA             BANGKOK             TH,AAEB7gDCZzs RESTAURANT | L'OLIVA | BANGKOK | TH | RESTAURANT,791.52 THAILAND BAHT,'320243240756357245',THAILAND
2024-11-18,Amex Platinum,INTERCONTINENTAL BANBANGKOK             TH,-187.1,Travel-Lodging,INTERCONTINENTAL BANBANGKOK             TH,AAMCBAAyZzt LODGING | INTERCONTINENTAL BANGK | BANGKOK | TH | LODGING,6503.54 THAILAND BAHT,'320243230729762949',THAILAND
2024-11-18,Checking,FOREIGN EXCHANGE RATE ADJUSTMENT FEE         11/18KINKI FIN,-2.54,FEE_TRANSACTION,,,,,
2024-11-18,Checking,FOREIGN EXCHANGE RATE ADJUSTMENT FEE         11/17CQK MALA,-15.71,FEE_TRANSACTION,,,,,
2024-11-18,Checking,KINKI FINE RESTAURANT A BANGKOK              11/18 Baht       2943.00 X 0.02879375 (EXCHG RTE),-84.74,DEBIT_CARD,,,,,
2024-11-18,Checking,PwP  OPENAI      Privacycom TN: 1411206     WEB ID:  626060084,-10.9,MISC_DEBIT,,,,,
2024-11-18,Checking,CQK MALA HOTPOT(THONGLO BANGKOK              11/17 Baht       18188.00 X 0.02879371 (EXCHG RTE),-523.7,DEBIT_CARD,,,,,
2024-11-18,Privacy,ASIANA9882486449154,-968.93,Privacy Card,Card ending in 7230,,,b5d526a8-be23-4864-99dd-5ccf791afeef,
