date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-03-25,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.19,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $7.24 | FOREIGN TRANSACTION FEE,,'820240850573860236',
2024-03-25,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.2,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $7.76 | FOREIGN TRANSACTION FEE,,'820240850572993159',
2024-03-25,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-7.24,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,18ZW1C88 XWUD5FBL | UBER TRIP | HTTPS://HELP.UBER.COM | XWUD5FBL,9700.00 KOREAN (SOUTH) WON,'320240850573860236',NETHERLANDS
2024-03-25,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-7.76,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,FCN3VCNH X6ZB2WVP | UBER TRIP | HTTPS://HELP.UBER.COM | X6ZB2WVP,10400.00 KOREAN (SOUTH) WON,'320240850572993159',NETHERLANDS
2024-03-25,Amex Platinum,BA TI SENTEU        SEOUL,-73.81,Restaurant-Restaurant,BA TI SENTEU        SEOUL,RESTAURANT | BA TI SENTEU | SEOUL | RESTAURANT,99000.00 KOREAN (SOUTH) WON,'320240860603339376',"KOREA, REPUBLIC OF"
2024-03-25,Amex Platinum,JOOSIKHOISA SEOJANG SEOUL,-243.79,Restaurant-Restaurant,JOOSIKHOISA SEOJANG SEOUL,RESTAURANT | JOOSIKHOISA SEOJANG | SEOUL | RESTAURANT,327000.00 KOREAN (SOUTH) WON,'320240860603333756',"KOREA, REPUBLIC OF"
2024-03-25,Checking,Zelle payment to Yumeng Wang JPM99adm5ahe,-3956.77,CHASE_TO_PARTNERFI,,,,,
2024-03-25,Checking,PwP  CHATGPT SUB Privacycom TN: 1830579     WEB ID:  626060084,-20,MISC_DEBIT,,,,,
2024-03-25,Checking,PwP  COUPANG CO. Privacycom TN: 1516509     WEB ID:  626060084,-25.03,MISC_DEBIT,,,,,
2024-03-25,Checking,Zelle payment to Yumeng Wang JPM99adds08n,-1,CHASE_TO_PARTNERFI,,,,,
2024-03-25,Privacy,"COUPANG CO., LTD  5826227",-44.73,Privacy Card,Card ending in 6652,,,035aa4c6-26e1-47b6-9c17-45e1014cd6c6,
