date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-07-13,Chase Ink,ALP*DIDI Taxi,-2.21,Miscellaneous,,,,,
2024-07-13,Chase Ink,ALP*heqinghelishanghai,-13.22,Merchandise & Inventory,,,,,
2024-07-13,Chase Ink,speaklow,-66.15,Food & Drink,,,,,
2024-07-13,Chase Ink,ALP*DIDI Taxi,-2.89,Miscellaneous,,,,,
2024-07-13,Chase Ink,ALP*DIDI Taxi,-2.34,Miscellaneous,,,,,
2024-07-13,Chase Ink,ALIPAY,-10.34,Merchandise & Inventory,,,,,
2024-07-13,Chase Ink,ALIPAY,-26.99,Merchandise & Inventory,,,,,
2024-07-13,Chase Ink,BI FENG TANG,-41.86,Food & Drink,,,,,
2024-07-13,Chase Ink,ALIPAY,-60.9,Merchandise & Inventory,,,,,
2024-07-13,Chase Ink,ALIPAY,-2.89,Merchandise & Inventory,,,,,
2024-07-13,Chase Ink,ALIPAY,-3.44,Merchandise & Inventory,,,,,
2024-07-13,Chase Ink,ALIPAY,-4.98,Merchandise & Inventory,,,,,
2024-07-13,Chase Ink,ALIPAY,-2.34,Merchandise & Inventory,,,,,
