date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-06-18,Amex Blue Sky,ONLINE PAYMENT - THANK YOU,1589.46,,ONLINE PAYMENT - THANK YOU,ONLINE PAYMENT - THANK YOU,,'320241700728894379',
2024-06-27,Amex Platinum,GOOGLE *GOOGLE STORA G.CO/HELPPAY#      CA,1.48,Business Services-Internet Services,GOOGLE *GOOGLE STORA G.CO/HELPPAY#      CA,A0OWN2T7 SELLER | GOOGLE *GOOGLE STORAGE | G.CO/HELPPAY# | CA | SELLER,,'320241790966073378',
2024-06-18,Amex Platinum,ONLINE PAYMENT - THANK YOU,677.54,,ONLINE PAYMENT - THANK YOU,ONLINE PAYMENT - THANK YOU,,'320241700728894372',
2024-06-14,Amex Platinum,APPLE.COM/BILL      INTERNET CHARGE     CA,-21.69,Merchandise & Supplies-Internet Purchase,APPLE.COM/BILL      INTERNET CHARGE     CA,MKB79923Y9A RECORD STORE | APPLE.COM/BILL | INTERNET CHARGE | CA | RECORD STORE,,'320241660630408176',
2024-06-13,Amex Platinum,APPLE.COM/BILL      INTERNET CHARGE     CA,69.97,Merchandise & Supplies-Internet Purchase,APPLE.COM/BILL      INTERNET CHARGE     CA,MKB797515BR RECORD STORE | APPLE.COM/BILL | INTERNET CHARGE | CA | RECORD STORE,,'320241660631961231',
2024-06-13,Amex Platinum,APPLE.COM/BILL      INTERNET CHARGE     CA,-39.99,Merchandise & Supplies-Internet Purchase,APPLE.COM/BILL      INTERNET CHARGE     CA,MKB7976BTYA RECORD STORE | APPLE.COM/BILL | INTERNET CHARGE | CA | RECORD STORE,,'320241650603297842',
2024-06-13,Amex Platinum,APPLE.COM/BILL      INTERNET CHARGE     CA,-69.99,Merchandise & Supplies-Internet Purchase,APPLE.COM/BILL      INTERNET CHARGE     CA,MKB797515BA RECORD STORE | APPLE.COM/BILL | INTERNET CHARGE | CA | RECORD STORE,,'320241650604303401',
2024-06-13,Amex Platinum,APPLE.COM/BILL      INTERNET CHARGE     CA,-84.99,Merchandise & Supplies-Internet Purchase,APPLE.COM/BILL      INTERNET CHARGE     CA,MKB7981QK6A RECORD STORE | APPLE.COM/BILL | INTERNET CHARGE | CA | RECORD STORE,,'320241660631211345',
2024-06-06,Amex Platinum,CREDIT - DISTRIBUTION OF PAYMENT,103.32,,CREDIT - DISTRIBUTION OF PAYMENT,CREDIT - DISTRIBUTION OF PAYMENT,,'140607050000207965',
2024-06-06,Amex Platinum,DEBIT - DISTRIBUTION OF PAYMENT,-103.32,Fees & Adjustments-Fees & Adjustments,DEBIT - DISTRIBUTION OF PAYMENT,DEBIT - DISTRIBUTION OF PAYMENT,,'140607050000207964',
2024-06-06,Amex Platinum,Interest Charge on Pay Over Time Purchases,-24.1,Fees & Adjustments-Fees & Adjustments,Interest Charge on Pay Over Time Purchases,Interest Charge on Pay Over Time Purchases,,'140607050000207966',
2024-06-30,Chase Ink,7-ELEVEN (ON-LINE),-88.21,Merchandise & Inventory,,,,,
2024-06-30,Chase Ink,7-ELEVEN (ON-LINE),-8.01,Merchandise & Inventory,,,,,
2024-06-28,Chase Ink,JOOSIKHOISA DISEUTEULIKTE,-235,Food & Drink,,,,,
2024-06-30,Chase Ink,ALIPAY,-425.29,Merchandise & Inventory,,,,,
2024-06-30,Chase Ink,WOOSM,-45.85,Food & Drink,,,,,
2024-06-29,Chase Ink,PIZZA REVOLUTION ( ITAEWO,-15.91,Food & Drink,,,,,
2024-06-29,Chase Ink,PIZZA REVOLUTION ( ITAEWO,-32.54,Food & Drink,,,,,
2024-06-28,Chase Ink,(JOO)SAMWONGADEUN SSUN,-54.23,Food & Drink,,,,,
2024-06-28,Chase Ink,KOREAN AIR  1802343567536,-117.4,Travel,,,,,
2024-06-26,Chase Ink,SSAIBBING AEN HIGH KICK 2,-541.95,Food & Drink,,,,,
2024-06-26,Chase Ink,YEONGCHEON  YEONGHWA,-66.48,Food & Drink,,,,,
2024-06-21,Chase Ink,Olive Young Gangnam Town,-78.32,Merchandise & Inventory,,,,,
2024-06-23,Chase Ink,HA LEAF SEOUL     3259108,-3.61,Food & Drink,,,,,
2024-06-23,Chase Ink,HA LEAF SEOUL     3259108,-25.27,Food & Drink,,,,,
2024-06-24,Chase Ink,Payment Thank You-Mobile,4000,,,,,,
2024-06-23,Chase Ink,JUSIGHOISA REACHAEMBEO,-80.14,Food & Drink,,,,,
2024-06-22,Chase Ink,BOLTEUSEUTEIKEUHAUKSEUJOO,-259.92,Food & Drink,,,,,
2024-06-21,Chase Ink,StarbucksKorea,-9.43,Food & Drink,,,,,
