date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-02-29,Amex Blue Sky,(JOO)TIMEONI        SEOUL,-5.24,Transportation-Taxis & Coach,(JOO)TIMEONI        SEOUL,TAXICAB & LIMOUSINE | (JOO)TIMEONI | SEOUL | TAXICAB & LIMOUSINE,7000.00 KOREAN (SOUTH) WON,'320240640044613512',"KOREA, REPUBLIC OF"
2024-02-29,Amex Blue Sky,(JOO)TIMEONI        SEOUL,-6.37,Transportation-Taxis & Coach,(JOO)TIMEONI        SEOUL,TAXICAB & LIMOUSINE | (JOO)TIMEONI | SEOUL | TAXICAB & LIMOUSINE,8500.00 KOREAN (SOUTH) WON,'320240640044302288',"KOREA, REPUBLIC OF"
2024-02-29,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.14,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,(JOO)TIMEONI | $5.24 | FOREIGN TRANSACTION FEE,,'820240640044613512',
2024-02-29,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.17,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $6.38 | FOREIGN TRANSACTION FEE,,'820240610979869228',
2024-02-29,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.17,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,(JOO)TIMEONI | $6.37 | FOREIGN TRANSACTION FEE,,'820240640044302288',
2024-02-29,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.23,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $8.60 | FOREIGN TRANSACTION FEE,,'820240600940288562',
2024-02-29,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-6.38,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,HMTMNAC2 ADVK5VYE | UBER TRIP | HTTPS://HELP.UBER.COM | ADVK5VYE,8500.00 KOREAN (SOUTH) WON,'320240610979869228',NETHERLANDS
2024-02-29,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-8.6,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,NVGP4PB5 KLRK4R7K | UBER TRIP | HTTPS://HELP.UBER.COM | KLRK4R7K,11500.00 KOREAN (SOUTH) WON,'320240600940288562',NETHERLANDS
2024-02-28,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.23,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $8.72 | FOREIGN TRANSACTION FEE,,'820240590917544890',
2024-02-28,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.24,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $9.24 | FOREIGN TRANSACTION FEE,,'820240590918458803',
2024-02-28,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-8.72,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,4P5SGDVN JLJJJZHF | UBER TRIP | HTTPS://HELP.UBER.COM | JLJJJZHF,11600.00 KOREAN (SOUTH) WON,'320240590917544890',NETHERLANDS
2024-02-28,Amex Blue Sky,UBER TRIP           HTTPS://HELP.UBER.CO,-9.24,Transportation-Taxis & Coach,UBER TRIP           HTTPS://HELP.UBER.CO,DQT8J1DZ IUE7YCYA | UBER TRIP | HTTPS://HELP.UBER.COM | IUE7YCYA,12300.00 KOREAN (SOUTH) WON,'320240590918458803',NETHERLANDS
2024-02-27,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.15,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,UBER TRIP | $5.86 | FOREIGN TRANSACTION FEE,,'820240590928347403',
