date,source,description,amount,category,statementDescription,extendedDetails,foreignAmount,reference,country
2024-11-29,Amex Blue Sky,AplPay BYTESIM LIMITADMIRALTY           HK,-21.51,Travel-Travel Agencies,AplPay BYTESIM LIMITADMIRALTY           HK,NT_RIZNXXBU +85292437776 | AplPay BYTESIM LIMITED | ADMIRALTY | HK | +85292437776,,'320243340035137385',HONG KONG
2024-11-27,Amex Blue Sky,FOREIGN TRANSACTION FEE,-4.61,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,Hobin | $171.08 | FOREIGN TRANSACTION FEE,,'820243330001158575',
2024-11-27,Amex Blue Sky,Hobin               SEOUL,-171.08,Restaurant-Restaurant,Hobin               SEOUL,RESTAURANT | Hobin | SEOUL | RESTAURANT,239000.00 KOREAN (SOUTH) WON,'320243330001158575',"KOREA, REPUBLIC OF"
2024-11-26,Amex Blue Sky,(JOO)SAIBYEOKJIB    SEOUL,-5.01,Restaurant-Restaurant,(JOO)SAIBYEOKJIB    SEOUL,RESTAURANT | (JOO)SAIBYEOKJIB | SEOUL | RESTAURANT,7000.00 KOREAN (SOUTH) WON,'320243320971138114',"KOREA, REPUBLIC OF"
2024-11-26,Amex Blue Sky,(JOO)SAIBYEOKJIB    SEOUL,-159.49,Restaurant-Restaurant,(JOO)SAIBYEOKJIB    SEOUL,RESTAURANT | (JOO)SAIBYEOKJIB | SEOUL | RESTAURANT,223000.00 KOREAN (SOUTH) WON,'320243320971138059',"KOREA, REPUBLIC OF"
2024-11-26,Amex Blue Sky,BA TI SENTEU        SEOUL,-334.72,Restaurant-Restaurant,BA TI SENTEU        SEOUL,RESTAURANT | BA TI SENTEU | SEOUL | RESTAURANT,468000.00 KOREAN (SOUTH) WON,'320243320971136260',"KOREA, REPUBLIC OF"
2024-11-26,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.13,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,(JOO)SAIBYEOKJIB | $5.01 | FOREIGN TRANSACTION FEE,,'820243320971138114',
2024-11-26,Amex Blue Sky,FOREIGN TRANSACTION FEE,-2.31,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,TANSANBA(Carboric Bar) | $85.82 | FOREIGN TRANSACTION FEE,,'820243320971183801',
2024-11-26,Amex Blue Sky,FOREIGN TRANSACTION FEE,-4.3,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,(JOO)SAIBYEOKJIB | $159.49 | FOREIGN TRANSACTION FEE,,'820243320971138059',
2024-11-26,Amex Blue Sky,FOREIGN TRANSACTION FEE,-9.03,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,BA TI SENTEU | $334.72 | FOREIGN TRANSACTION FEE,,'820243320971136260',
2024-11-26,Amex Blue Sky,TANSANBA(Carboric BaSEOUL,-85.82,Restaurant-Restaurant,TANSANBA(Carboric BaSEOUL,RESTAURANT | TANSANBA(Carboric Bar) | SEOUL | RESTAURANT,120000.00 KOREAN (SOUTH) WON,'320243320971183801',"KOREA, REPUBLIC OF"
2024-11-25,Amex Blue Sky,Conte de tulear     SEOUL,-55.98,Restaurant-Restaurant,Conte de tulear     SEOUL,RESTAURANT | Conte de tulear | SEOUL | RESTAURANT,78500.00 KOREAN (SOUTH) WON,'320243310942692212',"KOREA, REPUBLIC OF"
2024-11-25,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.08,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,Hanwha Galleria | $3.21 | FOREIGN TRANSACTION FEE,,'820243310941712542',
2024-11-25,Amex Blue Sky,FOREIGN TRANSACTION FEE,-0.44,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,TUATUA(TOUR A TOUR) | $16.47 | FOREIGN TRANSACTION FEE,,'820243310942691228',
2024-11-25,Amex Blue Sky,FOREIGN TRANSACTION FEE,-1.51,Fees & Adjustments-Fees & Adjustments,FOREIGN TRANSACTION FEE,Conte de tulear | $55.98 | FOREIGN TRANSACTION FEE,,'820243310942692212',
2024-11-25,Amex Blue Sky,Hanwha Galleria     SEOUL,-3.21,Merchandise & Supplies-Department Stores,Hanwha Galleria     SEOUL,DEPARTMENT STORE | Hanwha Galleria | SEOUL | DEPARTMENT STORE,4500.00 KOREAN (SOUTH) WON,'320243310941712542',"KOREA, REPUBLIC OF"
