Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
12/31/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,3.17,"J9K7SRT3    HELP.UBER.COM
12/31/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,3.66,"8YRJH1R9    HELP.UBER.COM
12/31/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,3.87,"M9AMWGCG    HELP.UBER.COM
12/31/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,6.44,"D67SWR83    HELP.UBER.COM
12/31/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,7.96,"253W3Z65    HELP.UBER.COM
12/31/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,15.89,"7XH2DQQY    HELP.UBER.COM
12/31/2024,CPC 00836           TAIPEI CITY,9.00,"GAS STATION
12/31/2024,FOREIGN TRANSACTION FEE,0.08,"AplPay UBER TRIP
12/31/2024,FOREIGN TRANSACTION FEE,0.09,"AplPay UBER TRIP
12/31/2024,FOREIGN TRANSACTION FEE,0.10,"AplPay UBER TRIP
12/31/2024,FOREIGN TRANSACTION FEE,0.13,"Nonbiri Coffee Shop
12/31/2024,FOREIGN TRANSACTION FEE,0.17,"AplPay UBER TRIP
12/31/2024,FOREIGN TRANSACTION FEE,0.21,"AplPay UBER TRIP
12/31/2024,FOREIGN TRANSACTION FEE,0.24,"CPC 00836
12/31/2024,FOREIGN TRANSACTION FEE,0.42,"AplPay UBER TRIP
12/31/2024,FOREIGN TRANSACTION FEE,5.43,"GRACE FOODS CO.,LTD
12/31/2024,FOREIGN TRANSACTION FEE,5.43,"KAI WEN
12/31/2024,"GRACE FOODS CO.,LTD TAIPEI CITY",201.32,"RESTAURANT
12/31/2024,KAI WEN             TAIPEI CITY,201.33,"BAR/NIGHTCLUB
12/31/2024,Nonbiri Coffee Shop TAIPEI CITY,4.88,"RESTAURANT
